---OutputTable---
time=49045
table_size=1267
[1] - <180 184 4426 4428 4432 4940 7062 7112 > true count=164, estimated count=42513, Key=467308
[37] - <17 180 184 260 265 4426 4428 4432 4438 > true count=235, estimated count=42526, Key=1928990
[38] - <17 188 260 265 4426 4428 4434 > true count=654, estimated count=42527, Key=3576994
[39] - <17 4434 4438 4940 7092 > true count=3046, estimated count=42525, Key=7221045
[40] - <3404 4404 4428 4434 4438 4940 > true count=3834, estimated count=42525, Key=1581568
[41] - <17 180 184 188 4426 4940 7062 > true count=1189, estimated count=42526, Key=1777613
[42] - <17 188 3404 4404 4434 4438 7092 > true count=408, estimated count=42525, Key=4998817
[43] - <170 260 265 3404 4404 4426 4428 7062 > true count=1967, estimated count=42527, Key=2291599
[44] - <170 260 265 4438 7062 7112 > true count=3574, estimated count=42532, Key=1694519
[45] - <170 180 184 260 265 4428 4438 4940 7062 > true count=175, estimated count=42530, Key=3416351
[46] - <4436 4438 7102 7112 > true count=11309, estimated count=42520, Key=2834596
[47] - <17 170 180 184 188 260 265 3404 4404 4438 > true count=553, estimated count=42526, Key=3667070
[48] - <170 180 184 4426 4432 4434 4438 7062 7102 > true count=184, estimated count=42516, Key=719760
[49] - <170 180 184 4426 4428 4434 7092 7112 > true count=297, estimated count=42514, Key=1057354
[50] - <180 184 4426 4428 4432 4438 7062 7092 7112 > true count=297, estimated count=42515, Key=2559890
[51] - <180 184 4426 4436 7092 7112 > true count=295, estimated count=42514, Key=6845310
[52] - <180 184 4426 4430 4432 4436 7062 7092 7102 > true count=69, estimated count=42515, Key=2551244
[53] - <170 180 184 4426 4428 4436 7062 7092 7102 > true count=136, estimated count=42515, Key=4816660
[54] - <170 180 184 4436 4940 7062 7092 7102 > true count=136, estimated count=42515, Key=4395630
[55] - <17 180 184 4438 7092 7112 > true count=304, estimated count=42515, Key=1633527
[56] - <17 170 180 184 4434 4438 4940 > true count=2501, estimated count=42527, Key=5602223
[57] - <170 180 184 260 265 4428 4432 4434 4438 > true count=236, estimated count=42526, Key=1953991
[58] - <17 180 184 188 4428 4434 4438 7062 7092 > true count=408, estimated count=42527, Key=7256807
[59] - <180 184 3404 4404 4434 4436 4438 7062 > true count=455, estimated count=42529, Key=763358
[60] - <188 260 265 3404 4404 4432 4438 7062 > true count=591, estimated count=42526, Key=2357313
[61] - <180 184 188 4428 4432 4434 4436 7062 7092 > true count=106, estimated count=42526, Key=716548
[62] - <170 188 260 265 4426 4428 4438 7092 > true count=778, estimated count=42524, Key=3601923
[63] - <17 4432 4434 4940 7062 > true count=2591, estimated count=42524, Key=7132565
[64] - <3404 4404 4428 4438 7112 > true count=830, estimated count=42516, Key=6250226
[65] - <3404 4404 4432 4436 4438 > true count=2503, estimated count=42527, Key=6400330
[66] - <180 184 260 265 4432 4434 4438 7092 > true count=473, estimated count=42532, Key=3637725
[67] - <260 265 4426 4428 4434 7092 > true count=806, estimated count=42524, Key=6995291
[68] - <180 184 188 260 265 4432 4436 4438 7062 > true count=108, estimated count=42531, Key=3428445
[69] - <17 4426 4438 4940 7062 7092 > true count=3045, estimated count=42537, Key=2530651
[70] - <17 170 180 184 188 4426 4432 4434 4438 > true count=369, estimated count=42543, Key=1573149
[71] - <170 180 184 3404 4404 4432 4940 > true count=1462, estimated count=42531, Key=4426266
[72] - <260 265 4426 4438 4940 7092 > true count=3016, estimated count=42524, Key=906215
[73] - <188 260 265 4434 4438 4940 7062 > true count=2089, estimated count=42527, Key=2916359
[74] - <17 4428 4434 4438 4940 7062 > true count=3052, estimated count=42531, Key=3085535
[75] - <170 4438 4940 7092 7102 > true count=10011, estimated count=42529, Key=4656770
[76] - <17 4432 4436 4438 7062 > true count=2504, estimated count=42539, Key=6134537
[77] - <170 260 265 3404 4404 4438 4940 7062 > true count=2345, estimated count=42541, Key=4598123
[78] - <17 170 180 184 188 4428 4434 4438 7062 > true count=301, estimated count=42528, Key=3024485
[79] - <260 265 4426 4432 4438 4940 > true count=2092, estimated count=42529, Key=6807947
[80] - <17 4426 4434 4438 4940 7062 > true count=2587, estimated count=42528, Key=3084441
[81] - <3404 4404 4428 4432 4438 4940 > true count=2713, estimated count=42526, Key=1577582
[82] - <260 265 4428 4434 4438 7062 7092 > true count=808, estimated count=42528, Key=767005
[83] - <180 184 188 260 265 4426 4428 4438 7092 > true count=416, estimated count=42534, Key=3388001
[84] - <260 265 4432 4434 4438 4940 7062 > true count=2090, estimated count=42526, Key=540409
[85] - <17 260 265 4426 4428 4434 4438 > true count=657, estimated count=42525, Key=4460064
[86] - <17 188 4434 4438 4940 7062 > true count=3054, estimated count=42533, Key=766255
[87] - <180 184 188 3404 4404 4434 4438 4940 > true count=473, estimated count=42534, Key=2226140
[88] - <188 4430 4434 4436 4438 > true count=15272, estimated count=42572, Key=6413794
[89] - <180 184 260 265 4428 4432 4434 4438 7062 > true count=185, estimated count=42540, Key=7462143
[90] - <17 188 260 265 4434 4438 7062 7092 > true count=408, estimated count=42525, Key=260276
[91] - <17 170 180 184 4432 4438 4940 > true count=370, estimated count=42538, Key=5596725
[92] - <170 188 260 265 4426 4438 4940 > true count=1203, estimated count=42526, Key=5849983
[93] - <17 170 180 184 188 260 265 3403 3404 4404 4414 4426 4428 4430 4432 4434 4436 4438 4440 4940 7062 7082 7092 > true count=10, estimated count=42516, Key=6213973
[94] - <180 184 260 265 4428 4438 4940 7062 7092 > true count=120, estimated count=42527, Key=2239689
[95] - <17 170 180 184 188 4426 4428 4434 7062 > true count=299, estimated count=42538, Key=2990793
[96] - <17 180 184 188 260 265 4428 4438 7062 7092 > true count=120, estimated count=42525, Key=4522610
[97] - <180 184 188 4426 4432 4436 4438 7062 7102 > true count=166, estimated count=42518, Key=734036
[98] - <170 180 184 188 4428 4432 4434 4436 7062 7102 > true count=165, estimated count=42515, Key=941436
[99] - <180 184 188 4426 7092 7102 > true count=305, estimated count=42515, Key=1581068
[100] - <17 180 184 4428 4438 7062 7112 > true count=297, estimated count=42519, Key=3080853
[101] - <180 184 188 260 265 4434 4436 4438 > true count=446, estimated count=42524, Key=7072693
[102] - <180 184 3404 4404 4432 4434 4438 7092 > true count=472, estimated count=42525, Key=750728
[103] - <17 170 180 184 188 260 265 3403 3404 4404 4430 4432 4434 4436 4438 4940 7062 7082 7112 > true count=9, estimated count=42516, Key=7131681
[104] - <170 180 184 4428 4432 4436 4940 7062 7102 > true count=166, estimated count=42515, Key=2950250
[105] - <180 184 4428 4432 4434 4436 4940 7062 7102 > true count=165, estimated count=42515, Key=681794
[106] - <17 180 184 260 265 4432 4940 7062 7092 > true count=119, estimated count=42525, Key=5668396
[107] - <170 180 184 4432 4434 4436 7062 7092 7102 > true count=136, estimated count=42515, Key=4845112
[108] - <180 184 188 4426 4428 4432 4438 7092 7112 > true count=296, estimated count=42515, Key=714216
[109] - <3404 4404 4426 4438 7112 > true count=833, estimated count=42518, Key=6247768
[110] - <17 180 184 188 4428 4438 7112 > true count=297, estimated count=42519, Key=206499
[111] - <180 184 188 3404 4404 4426 4434 4438 7062 > true count=1188, estimated count=42524, Key=6042220
[112] - <17 188 3404 4404 4426 4434 4438 > true count=400, estimated count=42529, Key=729167
[113] - <170 180 184 260 265 3404 4404 4428 7062 > true count=1886, estimated count=42527, Key=7098581
[114] - <17 170 260 265 3404 4404 4426 > true count=654, estimated count=42557, Key=636358
[115] - <180 184 260 265 4436 4438 4940 7062 > true count=118, estimated count=42528, Key=5882357
[116] - <180 184 4430 7092 7112 > true count=14097, estimated count=42529, Key=1730542
[117] - <3404 4404 4428 4430 7062 > true count=1871, estimated count=42532, Key=6096832
[118] - <180 184 188 4432 4436 7112 > true count=310, estimated count=42553, Key=1827492
[119] - <17 4426 4432 4940 7062 > true count=2612, estimated count=42534, Key=7126825
[120] - <170 180 184 3404 4404 4428 4940 7062 > true count=1966, estimated count=42534, Key=4419004
[121] - <170 3404 4404 4426 4428 4434 4438 7062 > true count=1968, estimated count=42530, Key=3773878
[122] - <17 180 184 260 265 4426 4434 4438 7062 > true count=655, estimated count=42529, Key=3390850
[123] - <17 4428 4430 4438 7062 > true count=2502, estimated count=42529, Key=6124975
[124] - <260 265 4426 4436 4438 7062 > true count=5709, estimated count=42540, Key=6914801
[125] - <170 180 184 188 4426 4428 4430 4438 4940 > true count=212, estimated count=42540, Key=6014840
[126] - <170 180 184 188 260 265 4426 4438 7092 > true count=765, estimated count=42528, Key=3314263
[127] - <180 184 4426 4430 4434 4436 > true count=13845, estimated count=42527, Key=4943754
[128] - <17 180 184 188 4438 4940 7062 7092 > true count=471, estimated count=42534, Key=1817693
[129] - <188 3404 4404 4426 4428 4940 7062 > true count=1780, estimated count=42550, Key=2179524
[130] - <170 4428 4436 4940 7062 7112 > true count=14257, estimated count=42576, Key=2601060
[131] - <180 184 188 3404 4404 4426 4438 4940 > true count=1185, estimated count=42539, Key=2197492
[132] - <188 4428 4438 4940 7092 7112 > true count=11168, estimated count=42541, Key=2686006
[133] - <17 170 180 184 188 3404 4404 4438 7062 7092 > true count=471, estimated count=42541, Key=440979
[134] - <188 4426 4434 4438 4940 7112 > true count=11274, estimated count=42538, Key=3263662
[135] - <170 180 184 188 3404 4404 4428 4432 > true count=1185, estimated count=42530, Key=408390
[136] - <170 188 3404 4404 4426 4434 4438 7062 > true count=1208, estimated count=42543, Key=736382
[137] - <17 170 180 184 3404 4404 4434 4438 7062 > true count=555, estimated count=42551, Key=4279325
[138] - <180 184 4426 4428 4438 4940 7092 7112 > true count=13844, estimated count=42552, Key=616432
[139] - <3404 4404 4428 4436 4438 7062 > true count=6822, estimated count=42553, Key=1684436
[140] - <170 3404 4404 4428 4434 7092 > true count=830, estimated count=42647, Key=1185196
[141] - <17 170 4426 4428 4438 4940 7062 > true count=3054, estimated count=42547, Key=468869
[142] - <17 180 184 188 3404 4404 4434 4438 7062 > true count=411, estimated count=42527, Key=4297683
[143] - <188 3404 4404 4426 4428 4434 4438 7062 > true count=1202, estimated count=42560, Key=3773896
[144] - <3404 4404 4432 4434 4940 7062 > true count=2585, estimated count=42529, Key=3065364
[145] - <3404 4404 4428 4434 4940 7062 > true count=3832, estimated count=42535, Key=3060448
[146] - <17 180 184 188 3404 4404 4426 4438 7062 > true count=553, estimated count=42689, Key=4262315
[147] - <17 170 4426 4436 4438 7062 > true count=2497, estimated count=42531, Key=6862593
[148] - <170 188 4426 4434 4436 4438 7092 > true count=10091, estimated count=42538, Key=6320296
[149] - <17 4432 4434 4438 4940 > true count=2595, estimated count=42536, Key=298701
[150] - <17 170 180 184 260 265 4426 4438 7062 7092 > true count=119, estimated count=42631, Key=4495410
[151] - <17 170 4430 4438 7062 > true count=2509, estimated count=42547, Key=3795849
[152] - <188 4426 4428 4436 7062 7112 > true count=11271, estimated count=42551, Key=1585680
[153] - <170 180 184 188 260 265 4428 4432 4438 7062 > true count=236, estimated count=42595, Key=3050559
[154] - <170 180 184 188 260 265 4432 4436 7062 > true count=108, estimated count=42553, Key=3324377
[155] - <180 184 188 260 265 4426 4438 7062 7092 > true count=448, estimated count=42544, Key=3434835
[156] - <180 184 260 265 3404 4404 4428 4438 7062 > true count=3581, estimated count=42539, Key=4520373
[157] - <188 3404 4404 4426 4432 4434 4438 > true count=1199, estimated count=42533, Key=3777830
[158] - <17 170 4426 4434 4940 > true count=2498, estimated count=42539, Key=5449583
[159] - <17 260 265 3404 4404 4428 4438 > true count=657, estimated count=42605, Key=2335756
[160] - <17 170 180 184 4428 4436 4438 7062 > true count=296, estimated count=42548, Key=3366287
[161] - <17 170 180 184 260 265 3404 4404 4438 7062 > true count=554, estimated count=42556, Key=6004916
[162] - <3404 4404 4428 4434 4438 7062 7092 > true count=829, estimated count=42534, Key=3034182
[163] - <17 170 180 184 188 3404 4404 4434 4438 > true count=410, estimated count=42538, Key=5289579
[164] - <170 3404 4404 4430 4438 7062 > true count=1891, estimated count=42538, Key=1092748
[165] - <17 3404 4404 4434 4438 7062 7092 > true count=408, estimated count=42547, Key=2454299
[166] - <4426 4428 4436 4438 4940 7062 7112 > true count=11299, estimated count=42550, Key=4534554
[167] - <180 184 4426 4430 4432 4436 4438 4940 7062 7092 > true count=70, estimated count=42553, Key=7142576
[168] - <17 4426 4430 4438 > true count=2503, estimated count=42530, Key=1710443
[169] - <17 170 180 184 188 4436 4438 7062 > true count=474, estimated count=42526, Key=6710527
[170] - <17 180 184 188 4426 4438 7062 7112 > true count=304, estimated count=42524, Key=7487063
[171] - <17 170 260 265 4426 4434 4438 7062 > true count=654, estimated count=42526, Key=3613380
[172] - <170 180 184 188 260 265 4432 4434 4438 7062 > true count=473, estimated count=42560, Key=3068245
[173] - <170 180 184 188 4426 4430 4438 7062 7092 > true count=235, estimated count=42592, Key=7237138
[174] - <170 180 184 188 3404 4404 4428 4434 7062 > true count=472, estimated count=42543, Key=4271306
[175] - <170 180 184 260 265 4426 4428 4432 4438 7062 > true count=236, estimated count=42556, Key=3108341
[176] - <180 184 188 4428 4430 4432 7062 7092 > true count=96, estimated count=42584, Key=934140
[177] - <170 4430 4438 7062 7092 7112 > true count=14100, estimated count=42600, Key=6916228
[178] - <17 170 180 184 188 4426 4434 4438 7062 > true count=308, estimated count=42551, Key=3017323
[179] - <170 180 184 260 265 4432 4434 7062 7092 > true count=119, estimated count=42541, Key=3431523
[180] - <180 184 3404 4404 4426 4428 4434 4438 7062 > true count=674, estimated count=42571, Key=4555324
[181] - <170 4426 4436 4438 7062 7092 7112 > true count=11280, estimated count=42567, Key=2970012
[182] - <17 188 260 265 4426 4434 4438 7062 > true count=655, estimated count=42539, Key=3623226
[183] - <3404 4404 4432 4434 4438 7062 7092 > true count=472, estimated count=42578, Key=3039098
[184] - <170 180 184 260 265 4432 4438 4940 7062 > true count=176, estimated count=42573, Key=3430675
[185] - <188 3404 4404 4434 4438 4940 7062 > true count=1784, estimated count=42540, Key=2222958
[186] - <180 184 260 265 3404 4404 4426 4438 7062 > true count=2253, estimated count=42532, Key=4511531
[187] - <17 170 180 184 188 260 265 4426 4438 7062 > true count=306, estimated count=42530, Key=6911586
[188] - <180 184 3404 4404 4426 4432 4434 4438 > true count=456, estimated count=42537, Key=706734
[189] - <170 180 184 260 265 4428 4432 4434 7062 > true count=185, estimated count=42542, Key=3389319
[190] - <170 180 184 3404 4404 4426 4438 7062 7092 > true count=457, estimated count=42571, Key=6071824
[191] - <170 4426 4432 4438 7062 7102 > true count=12652, estimated count=43705, Key=1558754
[192] - <17 170 180 184 260 265 4432 4436 7062 > true count=107, estimated count=42535, Key=3305866
[193] - <170 188 4428 4438 4940 7062 7112 > true count=16287, estimated count=42960, Key=2201186
[194] - <180 184 188 4432 4434 4436 4438 7062 7102 > true count=167, estimated count=42519, Key=751492
[195] - <17 170 180 184 188 260 265 4434 4438 7062 > true count=409, estimated count=42526, Key=6911594
[196] - <17 170 180 184 188 260 265 4428 7062 7092 > true count=120, estimated count=42527, Key=883786
[197] - <188 3404 4404 4436 4438 7092 > true count=471, estimated count=42524, Key=1212154
[198] - <180 184 188 260 265 3404 4404 4438 7062 7092 > true count=471, estimated count=42526, Key=821773
[199] - <180 184 4428 4432 4436 4438 4940 7062 7102 > true count=166, estimated count=42516, Key=694454
[200] - <170 180 184 188 3404 4404 4432 4434 4438 7062 > true count=472, estimated count=42525, Key=4032860
[201] - <180 184 260 265 3404 4404 4940 7062 > true count=120, estimated count=42525, Key=2923635
[202] - <17 180 184 4426 4428 4436 4438 > true count=297, estimated count=42526, Key=4323917
[203] - <17 170 188 4426 4428 4434 4438 7062 > true count=408, estimated count=42524, Key=4323263
[204] - <180 184 188 3404 4404 4438 4940 7092 > true count=472, estimated count=42526, Key=4461958
[205] - <17 180 184 260 265 3404 4404 4434 4438 > true count=553, estimated count=42528, Key=5663106
[206] - <17 170 188 4426 4428 4940 > true count=1180, estimated count=42533, Key=1507789
[207] - <170 188 4428 4430 4438 7062 7092 > true count=14227, estimated count=42753, Key=716824
[208] - <170 180 184 188 4432 4438 7062 7092 7112 > true count=304, estimated count=42517, Key=3893954
[209] - <170 4432 4438 7092 7102 > true count=9762, estimated count=42901, Key=4036530
[210] - <170 180 184 188 4428 4432 4434 4438 7102 > true count=207, estimated count=42661, Key=7234960
[211] - <17 170 180 184 4426 4428 4438 7112 > true count=232, estimated count=42518, Key=3332191
[212] - <17 170 180 184 188 260 265 4426 7062 7092 > true count=119, estimated count=42529, Key=883784
[213] - <17 180 184 260 265 4426 4432 7062 7092 > true count=119, estimated count=42528, Key=3401042
[214] - <170 180 184 188 4426 4428 4432 4438 7062 7102 > true count=183, estimated count=42529, Key=912774
[215] - <170 3404 4404 4438 7062 7112 > true count=831, estimated count=42524, Key=1001118
[216] - <180 184 4426 4432 4436 4940 7062 7092 7102 > true count=69, estimated count=42515, Key=4371050
[217] - <17 260 265 4426 4432 4434 > true count=654, estimated count=42525, Key=7350662
[218] - <188 260 265 4426 4438 4940 7062 > true count=2096, estimated count=42525, Key=2900415
[219] - <260 265 3404 4404 4426 4428 4438 7062 > true count=3074, estimated count=42532, Key=757105
[220] - <188 260 265 3404 4404 4940 7062 > true count=1780, estimated count=42527, Key=770103
[221] - <17 180 184 188 260 265 4428 4940 7062 7092 > true count=119, estimated count=42532, Key=4523112
[222] - <188 3404 4404 4430 7062 > true count=1858, estimated count=42527, Key=5517120
[223] - <170 180 184 260 265 4426 4432 4434 4438 > true count=235, estimated count=42529, Key=1946829
[224] - <17 170 180 184 260 265 4426 4428 7062 7092 > true count=119, estimated count=42531, Key=4495400
[225] - <180 184 188 4426 4432 4434 4438 7062 7112 > true count=310, estimated count=42534, Key=732344
[226] - <170 4428 4432 4436 4438 7062 7112 > true count=14023, estimated count=42549, Key=3141398
[227] - <170 180 184 4426 4428 4436 4940 7062 7102 > true count=165, estimated count=42515, Key=2935268
[228] - <17 170 180 184 260 265 4426 4434 4438 > true count=654, estimated count=42540, Key=1844010
[229] - <17 170 180 184 260 265 4438 4940 7062 7092 > true count=119, estimated count=42564, Key=4548964
[230] - <17 180 184 3404 4404 4426 4428 7062 > true count=413, estimated count=42535, Key=2148137
[231] - <17 180 184 260 265 4436 4438 7062 7092 > true count=116, estimated count=42533, Key=3463378
[232] - <170 3404 4404 4432 4438 4940 7062 > true count=1971, estimated count=42536, Key=2218954
[233] - <180 184 260 265 4426 4428 4438 7062 7092 > true count=785, estimated count=42561, Key=7479039
[234] - <17 4436 4438 4940 7062 > true count=3050, estimated count=42540, Key=7139669
[235] - <17 170 180 184 188 4428 4436 4438 > true count=296, estimated count=42532, Key=6670413
[236] - <17 170 4426 4432 4434 4438 7062 > true count=369, estimated count=42561, Key=6168183
[237] - <4426 4428 4430 4436 4438 7062 7092 > true count=13841, estimated count=42646, Key=3054776
[238] - <170 3404 4404 4426 4428 4432 4438 7062 > true count=1965, estimated count=42542, Key=3766716
[239] - <17 170 180 184 188 4428 4438 4940 > true count=211, estimated count=42541, Key=6679757
[240] - <17 180 184 4434 4436 4438 7062 > true count=409, estimated count=42538, Key=969719
[241] - <170 260 265 4428 4434 7062 7092 > true count=805, estimated count=42538, Key=3124899
[242] - <17 180 184 188 260 265 4434 4438 7092 > true count=408, estimated count=42530, Key=3349478
[243] - <180 184 188 260 265 4428 4438 4940 7062 > true count=174, estimated count=42550, Key=3423465
[244] - <170 188 260 265 4434 4438 4940 > true count=1198, estimated count=42536, Key=5871975
[245] - <180 184 188 4426 4434 4436 4438 7102 > true count=309, estimated count=42534, Key=4354780
[246] - <17 170 3404 4404 4438 4940 > true count=3053, estimated count=42533, Key=5443897
[247] - <17 180 184 188 260 265 4436 4438 7062 > true count=117, estimated count=42551, Key=3341910
[248] - <17 170 180 184 188 4426 4428 4432 4438 7062 > true count=235, estimated count=42529, Key=2734661
[249] - <3404 4404 4426 4428 4436 4438 > true count=832, estimated count=42559, Key=7263992
[250] - <17 180 184 188 4426 4432 4434 4438 7062 > true count=369, estimated count=42540, Key=7207429
[251] - <3404 4404 4426 4436 4438 7062 > true count=6800, estimated count=42541, Key=1681978
[252] - <17 170 260 265 4434 4438 7092 > true count=408, estimated count=42542, Key=375968
[253] - <17 180 184 188 4432 4438 4940 > true count=371, estimated count=42529, Key=5615083
[254] - <17 180 184 188 260 265 4428 4432 4438 7062 > true count=119, estimated count=42545, Key=3050406
[255] - <4430 4436 4438 7062 7112 > true count=15284, estimated count=42632, Key=4010678
[256] - <180 184 188 260 265 4426 4432 4434 4438 > true count=369, estimated count=42695, Key=1953943
[257] - <17 170 4434 4436 4438 > true count=2501, estimated count=42582, Key=4083403
[258] - <170 260 265 3404 4404 4432 4438 7062 > true count=1969, estimated count=42561, Key=2357295
[259] - <17 170 180 184 4428 4432 4438 7092 > true count=299, estimated count=42582, Key=3351993
[260] - <3404 4404 4426 7062 7112 > true count=831, estimated count=42612, Key=3977400
[261] - <180 184 4428 4434 4436 4438 7062 7112 > true count=13996, estimated count=43223, Key=6195058
[262] - <170 180 184 188 4430 4434 4438 7092 > true count=457, estimated count=42558, Key=3383164
[263] - <180 184 188 4430 4432 4436 4438 7062 > true count=97, estimated count=42563, Key=4357214
[264] - <188 4426 4430 4436 4438 7062 > true count=12602, estimated count=42583, Key=1695712
[265] - <170 180 184 188 3404 4404 4436 4438 > true count=475, estimated count=42559, Key=443764
[266] - <170 180 184 188 4426 4428 4432 4438 7062 7112 > true count=310, estimated count=42644, Key=925064
[267] - <180 184 188 260 265 4426 4940 7062 > true count=174, estimated count=42548, Key=1774853
[268] - <170 180 184 4434 4436 4438 7062 7092 7102 > true count=136, estimated count=42544, Key=4861758
[269] - <17 170 3404 4404 4426 4428 4438 7062 > true count=923, estimated count=42551, Key=704897
[270] - <170 180 184 188 260 265 4438 4940 7062 7092 > true count=120, estimated count=42526, Key=4567475
[271] - <17 180 184 4434 4438 4940 7062 > true count=3056, estimated count=42535, Key=2772879
[272] - <180 184 3404 4404 4432 4940 7062 > true count=2830, estimated count=42565, Key=6656326
[273] - <17 170 180 184 188 4432 4434 4438 7062 > true count=372, estimated count=42546, Key=3038809
[274] - <180 184 188 4428 4432 4436 7062 7092 7102 > true count=105, estimated count=42515, Key=4838756
[275] - <170 260 265 4426 4432 7092 > true count=806, estimated count=42846, Key=1869113
[276] - <17 170 3404 4404 4426 4434 4438 > true count=673, estimated count=42579, Key=719321
[277] - <170 180 184 4432 4438 7062 7102 > true count=42831, estimated count=43191, Key=3044768
[278] - <17 170 180 184 188 4426 4428 4438 7062 7092 > true count=299, estimated count=42550, Key=4206865
[279] - <170 180 184 188 4428 4430 4432 4940 7062 > true count=178, estimated count=42611, Key=7197578
[280] - <170 188 4428 4438 7062 7092 7112 > true count=15894, estimated count=42820, Key=641994
[281] - <170 4426 4428 4430 4434 4438 7062 7092 > true count=13926, estimated count=42760, Key=1001932
[282] - <180 184 4430 4436 4438 7062 7092 > true count=15299, estimated count=42641, Key=729062
[283] - <170 180 184 4428 4434 4436 7062 7092 7102 > true count=136, estimated count=42576, Key=4837140
[284] - <180 184 260 265 4434 4940 7062 7092 > true count=119, estimated count=42544, Key=2055913
[285] - <17 170 4432 4438 4940 7062 > true count=3063, estimated count=42543, Key=753951
[286] - <170 188 260 265 3404 4404 7092 > true count=771, estimated count=42639, Key=4932743
[287] - <170 4428 4430 4432 4434 4438 7092 > true count=13905, estimated count=43022, Key=1135008
[288] - <188 4432 4436 4438 7112 > true count=15257, estimated count=42531, Key=6272158
[289] - <4428 4430 4438 7062 7092 7112 > true count=14136, estimated count=42636, Key=6920486
[290] - <180 184 3404 4404 4430 4438 > true count=457, estimated count=42760, Key=3632064
[291] - <170 4426 4432 4436 4438 7062 7112 > true count=13833, estimated count=42572, Key=3140304
[292] - <170 180 184 4426 4432 4436 4438 4940 7062 > true count=13887, estimated count=42715, Key=702920
[293] - <260 265 4426 4430 4438 > true count=1865, estimated count=42816, Key=4113821
[294] - <180 184 3404 4404 4426 4434 4438 7092 > true count=456, estimated count=42545, Key=734234
