time,transaction_length,table_size,stack_size,updating_time,delta,deleted_entries
40589,8,12000,12001,1.889000,96,8
40971,49,12000,12001,3.403000,97,44
41179,61,12000,12001,3.405000,98,44
41530,65,12000,12001,3.360000,99,44
41805,55,12000,12001,3.759000,100,51
42191,2,12000,12001,0.696000,101,1
42650,28,12000,12001,2.225000,102,16
43058,3,12000,12001,0.796000,103,2
43402,27,12000,12001,1.955000,104,9
43754,43,12000,12001,2.459000,105,18
44120,5,12000,12001,1.398000,106,2
44656,90,12000,12001,6.013000,107,135
45140,4,12000,12001,1.171000,108,2
45515,25,12000,12001,2.052000,109,10
46005,5,12000,12001,1.422000,110,2
46405,22,12000,12001,1.954000,111,13
46860,42,12000,12001,2.403000,112,18
47358,93,12000,12001,4.620000,113,86
47689,31,12000,12001,3.080000,114,37
47973,196,12000,12001,8.810000,115,211
48225,3,12000,12001,0.821000,116,1
48741,81,12000,12001,3.366000,117,43
49224,122,12000,12001,5.485000,118,108
49594,11,12000,12001,1.778000,119,4
49984,9,12000,12001,1.545000,120,4
50407,10,12000,12001,2.809000,121,56
50821,60,12000,12001,4.287000,122,94
51331,70,12000,12001,3.549000,123,48
51699,135,12000,12001,5.646000,124,110
52049,130,12000,12001,4.635000,125,78
52536,121,12000,12001,6.040000,126,115
53036,43,12000,12001,3.906000,127,69
53454,232,12000,12001,8.389000,128,187
53854,5,12000,12001,1.488000,129,3
54112,79,12000,12001,5.002000,130,95
54519,28,12000,12001,2.054000,131,16
54838,81,12000,12001,4.270000,132,83
55274,24,12000,12001,1.975000,133,9
55712,182,12000,12001,4.344000,134,64
56089,15,12000,12001,1.773000,135,13
56436,3,12000,12001,1.179000,136,1
56841,54,12000,12001,2.664000,137,32
57207,3,12000,12001,0.693000,138,3
57479,13,12000,12001,1.818000,139,4
57919,4,12000,12001,0.837000,140,3
58323,6,12000,12001,1.419000,141,1
58713,95,12000,12001,5.479000,142,113
59135,13,12000,12001,1.693000,143,8
59671,28,12000,12001,2.134000,144,14
60049,62,12000,12001,3.205000,145,53
60417,75,12000,12001,4.403000,146,76
60725,17,12000,12001,1.851000,147,10
61158,165,12000,12001,4.583000,148,81
61540,11,12000,12001,1.646000,149,7
61886,30,12000,12001,2.211000,150,10
62167,413,12000,12001,7.578000,151,158
62521,32,12000,12001,3.204000,152,41
62861,113,12000,12001,4.586000,153,82
63288,25,12000,12001,2.340000,154,21
63749,57,12000,12001,4.191000,155,74
64197,18,12000,12001,2.170000,156,16
64568,144,12000,12001,3.911000,157,70
64964,18,12000,12001,1.951000,158,14
65494,114,12000,12001,4.063000,159,72
65887,2,12000,12001,1.205000,160,1
66283,184,12000,12001,7.382000,161,180
66672,16,12000,12001,1.975000,162,11
67059,79,12000,12001,3.552000,163,61
67406,57,12000,12001,4.128000,164,79
67870,111,12000,12001,5.415000,165,115
68263,12,12000,12001,1.508000,166,3
68672,4,12000,12001,1.291000,167,3
69094,35,12000,12001,2.735000,168,31
69418,71,12000,12001,3.976000,169,69
69739,38,12000,12001,2.614000,170,26
70166,7,12000,12001,1.494000,171,1
70426,34,12000,12001,3.407000,172,58
70754,8,12000,12001,1.401000,173,2
71256,86,12000,12001,4.526000,174,86
71653,2,12000,12001,0.636000,175,1
71968,9,12000,12001,1.419000,176,2
72314,4,12000,12001,1.186000,177,4
72769,108,12000,12001,4.761000,178,96
73143,10,12000,12001,1.535000,179,1
73628,56,12000,12001,3.619000,180,62
74067,32,12000,12001,3.425000,181,59
74562,24,12000,12001,1.926000,182,10
74951,12,12000,12001,1.711000,183,8
75356,41,12000,12001,2.510000,184,19
75724,85,12000,12001,3.561000,185,57
76122,26,12000,12001,1.823000,186,9
76433,70,12000,12001,3.022000,187,43
76586,1136,12000,12001,15.459000,188,343
76799,193,12000,12001,6.465000,189,147
77045,17,12000,12001,1.116000,190,8
77349,6,12000,12001,1.507000,191,3
77671,48,12000,12001,3.420000,192,59
78053,10,12000,12001,1.490000,193,6
78534,32,12000,12001,2.822000,194,36
78832,40,12000,12001,2.927000,195,41
79047,60,12000,12001,5.762000,196,149
79447,81,12000,12001,4.697000,197,84
79685,119,12000,12001,4.904000,198,91
79932,62,12000,12001,3.180000,199,45
80140,41,12000,12001,3.208000,200,49
80500,96,12000,12001,3.913000,201,60
80673,52,12000,12001,4.024000,202,70
80967,22,12000,12001,1.796000,203,6
81287,11,12000,12001,1.613000,204,5
81709,37,12000,12001,3.569000,205,84
82250,23,12000,12001,2.205000,206,19
82638,23,12000,12001,2.112000,207,16
83110,5,12000,12001,0.832000,208,3
83491,4,12000,12001,1.309000,209,1
83913,60,12000,12001,4.405000,210,78
84245,138,12000,12001,5.861000,211,124
84470,150,12000,12001,6.669000,212,148
84724,7,12000,12001,1.428000,213,2
85189,10,12000,12001,1.614000,214,1
85643,2,12000,12001,1.193000,215,1
86154,11,12000,12001,1.897000,216,11
86655,3,12000,12001,1.178000,217,1
87136,259,12000,12001,8.523000,218,195
87517,386,12000,12001,11.100000,219,261
87934,4,12000,12001,0.839000,220,3
88384,58,12000,12001,4.181000,221,75
88831,3,12000,12001,1.201000,222,1
89270,11,12000,12001,1.560000,223,3
89660,4,12000,12001,1.333000,224,3
89909,7,12000,12001,0.897000,225,2
90335,17,12000,12001,1.957000,226,15
90712,203,12000,12001,7.313000,227,166
91016,11,12000,12001,1.670000,228,7
91459,4,12000,12001,1.291000,229,1
91917,40,12000,12001,2.210000,230,16
92311,63,12000,12001,3.348000,231,62
92663,57,12000,12001,3.796000,232,72
93142,3,12000,12001,0.802000,233,2
93595,113,12000,12001,4.778000,234,106
94006,169,12000,12001,5.074000,235,103
94277,82,12000,12001,3.398000,236,59
94720,4,12000,12001,0.925000,237,2
95128,213,12000,12001,7.433000,238,159
95402,14,12000,12001,1.900000,239,9
95822,138,12000,12001,5.424000,240,115
96199,12,12000,12001,1.606000,241,8
96773,465,12000,12001,6.477000,242,127
97197,2,12000,12001,0.686000,243,1
97642,33,12000,12001,2.583000,244,31
98043,9,12000,12001,1.656000,245,4
98375,33,12000,12001,2.430000,246,30
98886,42,12000,12001,1.961000,247,14
99267,8,12000,12001,1.671000,248,6
99744,81,12000,12001,4.668000,249,98
100212,95,12000,12001,3.371000,250,47
100586,157,12000,12001,6.544000,251,145
100893,41,12000,12001,4.528000,252,100
101215,218,12000,12001,2.600000,253,24
101633,57,12000,12001,2.019000,254,14
102037,6,12000,12001,1.581000,255,1
102591,60,12000,12001,2.874000,256,24
103008,3,12000,12001,1.240000,257,1
103487,43,12000,12001,2.551000,258,30
104045,127,12000,12001,5.180000,259,99
104428,116,12000,12001,4.160000,260,66
104801,45,12000,12001,3.956000,261,67
105011,121,12000,12001,5.842000,262,137
105426,308,12000,12001,9.124000,263,207
105813,337,12000,12001,19.517000,264,606
106060,39,12000,12001,2.536000,265,24
106410,3,12000,12001,0.855000,266,3
106639,25,12000,12001,2.330000,267,25
106911,54,12000,12001,3.609000,268,59
107314,85,12000,12001,4.885000,269,101
107667,8,12000,12001,1.810000,270,5
108119,7,12000,12001,1.505000,271,3
108506,51,12000,12001,2.418000,272,21
108923,29,12000,12001,2.403000,273,23
109464,96,12000,12001,4.123000,274,71
109869,5,12000,12001,1.381000,275,2
110256,94,12000,12001,5.249000,276,106
110651,31,12000,12001,1.960000,277,10
111037,56,12000,12001,3.553000,278,55
111523,12,12000,12001,1.662000,279,7
111895,4,12000,12001,0.881000,280,1
112168,55,12000,12001,4.046000,281,74
112572,22,12000,12001,1.985000,282,13
113087,18,12000,12001,1.819000,283,8
113610,8,12000,12001,1.526000,284,3
114006,26,12000,12001,2.290000,285,22
114456,13,12000,12001,1.924000,286,8
114903,40,12000,12001,3.285000,287,44
115401,68,12000,12001,3.700000,288,57
115593,10,12000,12001,1.567000,289,3
115900,4,12000,12001,1.281000,290,2
116264,20,12000,12001,2.003000,291,17
116603,19,12000,12001,2.315000,292,21
116842,76,12000,12001,4.594000,293,95
117181,114,12000,12001,4.938000,294,107
117452,577,12000,12001,18.509000,295,557
117862,49,12000,12001,3.215000,296,43
118317,20,12000,12001,1.855000,297,7
118832,290,12000,12001,9.257000,298,208
119227,38,12000,12001,2.778000,299,31
119676,80,12000,12001,3.912000,300,62
120078,131,12000,12001,4.564000,301,71
120591,19,12000,12001,2.403000,302,22
121057,19,12000,12001,2.143000,303,14
121464,62,12000,12001,3.578000,304,61
121972,18,12000,12001,1.865000,305,7
122362,7,12000,12001,1.500000,306,3
122747,6,12000,12001,1.422000,307,5
123058,25,12000,12001,1.934000,308,12
123505,59,12000,12001,2.257000,309,19
123812,50,12000,12001,2.978000,310,36
124321,9,12000,12001,1.682000,311,4
124786,42,12000,12001,3.142000,312,53
125104,57,12000,12001,3.319000,313,56
125458,17,12000,12001,2.321000,314,28
125797,74,12000,12001,4.319000,315,79
126021,295,12000,12001,8.905000,316,218
126237,5,12000,12001,1.336000,317,1
126530,115,12000,12001,5.145000,318,102
126809,56,12000,12001,3.464000,319,58
127096,334,12000,12001,8.897000,320,230
127453,43,12000,12001,2.952000,321,40
127839,3,12000,12001,0.789000,322,3
128339,174,12000,12001,5.825000,323,111
128690,12,12000,12001,1.516000,324,2
129213,59,12000,12001,4.152000,325,79
129723,81,12000,12001,3.421000,326,48
130221,166,12000,12001,5.955000,327,111
130580,2,12000,12001,0.710000,328,1
130990,6,12000,12001,1.371000,329,1
131524,81,12000,12001,4.097000,330,71
131954,81,12000,12001,3.227000,331,52
132248,101,12000,12001,4.741000,332,95
132705,8,12000,12001,1.610000,333,6
133151,118,12000,12001,4.856000,334,79
133483,48,12000,12001,3.640000,335,52
133776,5,12000,12001,1.432000,336,3
134063,92,12000,12001,4.571000,337,76
134439,210,12000,12001,7.107000,338,155
134858,184,12000,12001,6.669000,339,139
135141,19,12000,12001,1.821000,340,7
135438,21,12000,12001,2.423000,341,30
135756,27,12000,12001,1.766000,342,8
136073,291,12000,12001,8.042000,343,190
136409,30,12000,12001,2.061000,344,16
136957,10,12000,12001,1.709000,345,5
137266,10,12000,12001,1.617000,346,6
137698,45,12000,12001,4.111000,347,81
138076,96,12000,12001,7.144000,348,186
138548,32,12000,12001,2.938000,349,40
138879,28,12000,12001,2.262000,350,18
139417,36,12000,12001,2.714000,351,34
139897,8,12000,12001,1.538000,352,5
140345,2,12000,12001,0.706000,353,1
140660,82,12000,12001,4.692000,354,89
141061,23,12000,12001,2.068000,355,12
141397,82,12000,12001,4.002000,356,69
141743,85,12000,12001,3.091000,357,38
142245,45,12000,12001,3.417000,358,54
142651,159,12000,12001,4.620000,359,98
143131,41,12000,12001,2.301000,360,18
143528,19,12000,12001,1.981000,361,4
143822,66,12000,12001,5.125000,362,113
144205,138,12000,12001,7.230000,363,190
144612,34,12000,12001,2.529000,364,27
144910,2,12000,12001,0.549000,365,1
145372,2,12000,12001,0.729000,366,1
145728,12,12000,12001,1.471000,367,4
146089,25,12000,12001,2.173000,368,22
146503,38,12000,12001,2.792000,369,39
146918,16,12000,12001,1.580000,370,5
147286,46,12000,12001,2.825000,371,36
147637,43,12000,12001,3.015000,372,45
148109,317,12000,12001,8.874000,373,232
148335,22,12000,12001,2.099000,374,21
148577,7,12000,12001,1.341000,375,1
148741,2,12000,12001,1.156000,376,1
149056,65,12000,12001,3.690000,377,49
149415,52,12000,12001,3.149000,378,47
149918,71,12000,12001,3.457000,379,51
150371,29,12000,12001,1.746000,380,6
150938,300,12000,12001,7.765000,381,159
151344,71,12000,12001,3.863000,382,69
151708,38,12000,12001,3.049000,383,47
152099,7,12000,12001,1.038000,384,3
152590,3,12000,12001,0.805000,385,1
153012,41,12000,12001,3.162000,386,48
153451,11,12000,12001,1.611000,387,2
153813,71,12000,12001,2.845000,388,34
154240,30,12000,12001,2.028000,389,15
154635,12,12000,12001,0.965000,390,5
155189,67,12000,12001,4.610000,391,127
155561,37,12000,12001,3.115000,392,40
155721,104,12000,12001,6.296000,393,145
155960,2,12000,12001,0.667000,394,1
156293,94,12000,12001,4.145000,395,83
156701,22,12000,12001,1.605000,396,6
157077,16,12000,12001,1.787000,397,8
157311,60,12000,12001,7.049000,398,207
157675,43,12000,12001,3.961000,399,85
158140,336,12000,12001,5.641000,400,76
158622,62,12000,12001,2.478000,401,26
159146,55,12000,12001,3.425000,402,54
159557,87,12000,12001,2.287000,403,21
160002,52,12000,12001,3.408000,404,63
160400,390,12000,12001,14.204000,405,392
160730,15,12000,12001,1.621000,406,6
160984,21,12000,12001,2.771000,407,40
161291,3,12000,12001,0.834000,408,3
161691,1,12000,12001,0.520000,409,1
161952,142,12000,12001,8.038000,410,201
162403,6,12000,12001,1.427000,411,3
162765,92,12000,12001,5.132000,412,110
163168,78,12000,12001,3.645000,413,52
163578,133,12000,12001,5.183000,414,99
163915,114,12000,12001,3.371000,415,35
164314,3,12000,12001,1.255000,416,1
164685,33,12000,12001,2.275000,417,17
165053,30,12000,12001,3.170000,418,49
165416,31,12000,12001,3.726000,419,62
165868,11,12000,12001,1.660000,420,4
166282,100,12000,12001,5.106000,421,100
166613,253,12000,12001,9.269000,422,219
166951,44,12000,12001,2.161000,423,18
167246,80,12000,12001,3.480000,424,49
167593,769,12000,12001,12.269000,425,286
167891,151,12000,12001,6.949000,426,155
168294,4,12000,12001,1.232000,427,2
168638,1,12000,12001,0.531000,428,1
169031,4,12000,12001,1.350000,429,1
169385,83,12000,12001,2.789000,430,25
169786,220,12000,12001,8.280000,431,189
170050,3,12000,12001,1.214000,432,2
170348,123,12000,12001,4.316000,433,71
170728,2,12000,12001,0.649000,434,1
171237,48,12000,12001,3.004000,435,47
171681,10,12000,12001,1.515000,436,1
172132,200,12000,12001,6.885000,437,135
172444,136,12000,12001,6.062000,438,137
172882,4,12000,12001,1.355000,439,2
173316,27,12000,12001,2.102000,440,18
173633,625,12000,12001,5.753000,441,110
174004,33,12000,12001,2.716000,442,34
174486,63,12000,12001,3.676000,443,70
174957,32,12000,12001,2.200000,444,23
175360,14,12000,12001,1.687000,445,7
175759,47,12000,12001,2.809000,446,39
176267,80,12000,12001,3.550000,447,57
176587,15,12000,12001,1.922000,448,13
177030,18,12000,12001,2.127000,449,35
177278,46,12000,12001,2.829000,450,30
177512,149,12000,12001,2.653000,451,26
177860,25,12000,12001,1.830000,452,19
178125,5,12000,12001,1.141000,453,2
178471,14,12000,12001,1.645000,454,7
179002,84,12000,12001,4.719000,455,80
179493,212,12000,12001,6.123000,456,119
179894,18,12000,12001,1.706000,457,7
180259,37,12000,12001,3.164000,458,50
180659,22,12000,12001,3.223000,459,50
181063,56,12000,12001,3.090000,460,34
181419,69,12000,12001,7.021000,461,187
181747,7,12000,12001,1.031000,462,5
182040,4,12000,12001,0.793000,463,1
182363,1,12000,12001,0.509000,464,1
182736,96,12000,12001,4.562000,465,88
183136,44,12000,12001,2.860000,466,37
183531,4,12000,12001,1.322000,467,1
183887,136,12000,12001,2.427000,468,24
184361,213,12000,12001,6.016000,469,120
184689,275,12000,12001,7.734000,470,158
185002,17,12000,12001,1.854000,471,13
185368,30,12000,12001,2.056000,472,16
185665,2,12000,12001,0.739000,473,1
186074,82,12000,12001,4.806000,474,95
186476,372,12000,12001,7.885000,475,159
186935,29,12000,12001,2.445000,476,25
187251,23,12000,12001,2.859000,477,42
187625,69,12000,12001,3.325000,478,48
188051,18,12000,12001,3.658000,479,59
188593,12,12000,12001,1.572000,480,10
189090,34,12000,12001,2.544000,481,27
189396,129,12000,12001,5.062000,482,83
189791,146,12000,12001,6.366000,483,130
190016,213,12000,12001,9.334000,484,222
190350,3,12000,12001,0.816000,485,2
190802,126,12000,12001,6.622000,486,144
191061,9,12000,12001,1.593000,487,8
191452,86,12000,12001,5.452000,488,128
191883,8,12000,12001,1.510000,489,4
192391,114,12000,12001,3.857000,490,65
192844,16,12000,12001,1.899000,491,11
193282,10,12000,12001,1.355000,492,3
193724,34,12000,12001,2.603000,493,35
194222,373,12000,12001,6.200000,494,96
194614,10,12000,12001,1.654000,495,7
195087,36,12000,12001,2.285000,496,22
195472,172,12000,12001,5.926000,497,123
195839,16,12000,12001,1.334000,498,10
196199,5,12000,12001,1.357000,499,2
196633,77,12000,12001,3.262000,500,46
196982,103,12000,12001,7.845000,501,218
197222,133,12000,12001,4.307000,502,74
197459,336,12000,12001,8.796000,503,208
197718,129,12000,12001,7.161000,504,172
197975,331,12000,12001,11.416000,505,318
198264,130,12000,12001,5.894000,506,138
198741,6,12000,12001,1.371000,507,2
199265,10,12000,12001,1.528000,508,3
199613,209,12000,12001,6.993000,509,155
200132,19,12000,12001,1.894000,510,14
200615,1,12000,12001,0.516000,511,1
201106,2,12000,12001,1.127000,512,1
201479,22,12000,12001,2.282000,513,21
201711,4,12000,12001,1.246000,514,1
202125,459,12000,12001,5.629000,515,107
202585,158,12000,12001,6.299000,516,157
202987,94,12000,12001,3.393000,517,51
203343,24,12000,12001,3.063000,518,47
203711,209,12000,12001,6.773000,519,143
204073,3,12000,12001,0.636000,520,1
204513,47,12000,12001,3.097000,521,48
204843,60,12000,12001,2.929000,522,36
205237,5,12000,12001,0.570000,523,2
205620,16,12000,12001,1.689000,524,9
205916,47,12000,12001,2.938000,525,45
206275,59,12000,12001,3.775000,526,72
206687,66,12000,12001,3.968000,527,77
207052,36,12000,12001,2.224000,528,17
207447,113,12000,12001,5.809000,529,117
207847,10,12000,12001,1.506000,530,2
208244,72,12000,12001,3.522000,531,63
208621,32,12000,12001,2.728000,532,35
209022,49,12000,12001,4.271000,533,96
209369,16,12000,12001,2.107000,534,16
209744,60,12000,12001,2.753000,535,37
210190,20,12000,12001,2.229000,536,18
210589,5,12000,12001,1.398000,537,4
210711,622,12000,12001,11.834000,538,285
210836,11,12000,12001,1.664000,539,6
211129,4,12000,12001,1.265000,540,1
211404,5,12000,12001,1.230000,541,2
211687,229,12000,12001,8.160000,542,199
211826,50,12000,12001,4.295000,543,83
212043,133,12000,12001,6.387000,544,148
212417,31,12000,12001,2.688000,545,32
212739,36,12000,12001,2.220000,546,25
213094,112,12000,12001,6.489000,547,143
213480,99,12000,12001,3.023000,548,43
213865,20,12000,12001,1.714000,549,5
214113,43,12000,12001,1.995000,550,18
214375,99,12000,12001,4.884000,551,114
214766,81,12000,12001,4.772000,552,96
214985,65,12000,12001,4.008000,553,70
215457,25,12000,12001,1.852000,554,11
215869,3,12000,12001,1.273000,555,2
216227,19,12000,12001,1.856000,556,10
216555,5,12000,12001,0.749000,557,1
216900,38,12000,12001,2.664000,558,31
217232,41,12000,12001,2.369000,559,28
217586,87,12000,12001,3.716000,560,72
218005,3,12000,12001,1.118000,561,1
218430,28,12000,12001,1.819000,562,12
218752,4,12000,12001,0.803000,563,1
219103,53,12000,12001,2.617000,564,44
219410,29,12000,12001,1.601000,565,5
219755,50,12000,12001,3.119000,566,46
220099,294,12000,12001,3.899000,567,38
220495,13,12000,12001,1.821000,568,8
220895,6,12000,12001,1.365000,569,2
221260,16,12000,12001,1.544000,570,6
221644,49,12000,12001,3.331000,571,54
221990,13,12000,12001,1.534000,572,3
222443,62,12000,12001,2.992000,573,45
222812,2,12000,12001,0.555000,574,1
223187,62,12000,12001,3.320000,575,53
223544,130,12000,12001,6.026000,576,144
223897,56,12000,12001,3.761000,577,65
224288,10,12000,12001,1.507000,578,3
224566,133,12000,12001,6.008000,579,140
224954,217,12000,12001,6.423000,580,143
225385,20,12000,12001,1.851000,581,9
225708,2,12000,12001,1.134000,582,1
226075,15,12000,12001,1.586000,583,4
226448,36,12000,12001,2.654000,584,33
226806,27,12000,12001,1.827000,585,11
227188,4,12000,12001,1.338000,586,1
227424,184,12000,12001,7.071000,587,159
227725,67,12000,12001,3.195000,588,53
227967,16,12000,12001,1.950000,589,11
228561,56,12000,12001,2.459000,590,25
229005,265,12000,12001,9.731000,591,241
229254,16,12000,12001,1.862000,592,11
229658,16,12000,12001,1.842000,593,12
230048,113,12000,12001,4.994000,594,88
230506,103,12000,12001,4.653000,595,83
230910,225,12000,12001,7.551000,596,160
231203,16,12000,12001,2.228000,597,22
231631,6,12000,12001,1.429000,598,3
232261,171,12000,12001,7.074000,599,163
232595,141,12000,12001,6.455000,600,144
232853,46,12000,12001,3.169000,601,53
233152,60,12000,12001,2.776000,602,35
233543,69,12000,12001,4.103000,603,79
233928,223,12000,12001,9.080000,604,212
234457,5,12000,12001,1.258000,605,1
234859,196,12000,12001,6.479000,606,146
235087,13,12000,12001,1.709000,607,8
235418,123,12000,12001,8.703000,608,234
235719,5,12000,12001,1.235000,609,2
236080,30,12000,12001,3.109000,610,40
236404,63,12000,12001,2.864000,611,38
236748,220,12000,12001,10.009000,612,276
236973,13,12000,12001,1.584000,613,7
237197,190,12000,12001,8.696000,614,247
237592,8,12000,12001,1.392000,615,3
237938,90,12000,12001,4.923000,616,94
238292,80,12000,12001,3.565000,617,60
238712,97,12000,12001,5.295000,618,100
239121,2,12000,12001,0.535000,619,1
239527,47,12000,12001,3.486000,620,56
240020,38,12000,12001,2.237000,621,18
240502,91,12000,12001,3.245000,622,45
240814,130,12000,12001,4.729000,623,96
241133,265,12000,12001,9.853000,624,250
241493,37,12000,12001,2.377000,625,31
241769,3,12000,12001,1.059000,626,1
242189,29,12000,12001,1.670000,627,8
242673,30,12000,12001,1.908000,628,4
242965,51,12000,12001,3.146000,629,45
243247,129,12000,12001,4.061000,630,66
243540,33,12000,12001,2.158000,631,21
244006,88,12000,12001,4.436000,632,93
244406,33,12000,12001,2.601000,633,30
244654,15,12000,12001,1.883000,634,17
245039,201,12000,12001,7.647000,635,185
245225,262,12000,12001,13.682000,636,400
245654,243,12000,12001,8.227000,637,210
245972,63,12000,12001,4.089000,638,83
246370,5,12000,12001,1.240000,639,1
246781,35,12000,12001,2.845000,640,39
247136,33,12000,12001,1.832000,641,9
247603,8,12000,12001,1.446000,642,2
247994,4,12000,12001,1.289000,643,2
248446,88,12000,12001,3.772000,644,62
248780,4,12000,12001,1.285000,645,1
249216,83,12000,12001,4.353000,646,83
249557,38,12000,12001,3.954000,647,89
249849,7,12000,12001,1.399000,648,3
250130,29,12000,12001,3.211000,649,52
250409,136,12000,12001,6.796000,650,171
250790,136,12000,12001,8.215000,651,232
251149,44,12000,12001,3.351000,652,49
251501,20,12000,12001,1.677000,653,4
251806,124,12000,12001,5.876000,654,123
252177,60,12000,12001,3.197000,655,54
252559,160,12000,12001,7.254000,656,193
252979,9,12000,12001,1.592000,657,7
253448,84,12000,12001,3.537000,658,50
253908,13,12000,12001,1.488000,659,8
254276,345,12000,12001,10.162000,660,260
254509,120,12000,12001,5.292000,661,115
254828,166,12000,12001,8.173000,662,194
255215,16,12000,12001,1.655000,663,7
255555,49,12000,12001,2.409000,664,22
255911,34,12000,12001,2.489000,665,25
256225,106,12000,12001,5.956000,666,153
256340,97,12000,12001,4.359000,667,89
256534,2,12000,12001,0.589000,668,1
256922,69,12000,12001,2.931000,669,39
257298,22,12000,12001,2.357000,670,27
257642,62,12000,12001,3.745000,671,63
257980,43,12000,12001,2.125000,672,16
258498,116,12000,12001,6.458000,673,161
258838,65,12000,12001,3.189000,674,51
259101,88,12000,12001,5.071000,675,113
259378,168,12000,12001,9.484000,676,249
259756,100,12000,12001,3.913000,677,74
260165,27,12000,12001,1.729000,678,10
260512,176,12000,12001,6.873000,679,162
260695,3,12000,12001,0.669000,680,1
261156,4,12000,12001,1.222000,681,1
261563,4,12000,12001,0.726000,682,2
261918,21,12000,12001,1.896000,683,18
262229,3,12000,12001,1.178000,684,1
262591,120,12000,12001,4.097000,685,75
262972,29,12000,12001,2.951000,686,37
263391,72,12000,12001,2.504000,687,31
263700,28,12000,12001,1.990000,688,17
264040,22,12000,12001,1.798000,689,15
264375,33,12000,12001,2.437000,690,29
264832,6,12000,12001,0.958000,691,3
265087,12,12000,12001,1.612000,692,5
265455,47,12000,12001,3.234000,693,49
265874,2,12000,12001,0.573000,694,1
266271,221,12000,12001,6.318000,695,114
266677,12,12000,12001,1.776000,696,6
