time,transaction_length,table_size,stack_size,updating_time,delta,deleted_entries
668,37,100000,100001,190.822000,293,515
677,37,100000,100001,50.737000,294,34
684,37,100000,100001,45.604000,295,5
686,37,100000,100001,523.101000,298,1812
687,37,100000,100001,61.174000,299,93
692,37,100000,100001,146.700000,300,420
694,37,100000,100001,41.518000,301,14
699,37,100000,100001,231.803000,302,615
703,37,100000,100001,18418.758000,373,97041
717,37,100000,100001,43.365000,374,6
749,37,100000,100001,54.712000,375,29
763,37,100000,100001,46.947000,376,44
778,37,100000,100001,119.172000,377,321
785,37,100000,100001,61.926000,378,80
796,37,100000,100001,227.303000,379,749
801,37,100000,100001,76.366000,380,112
814,37,100000,100001,116.639000,381,312
828,37,100000,100001,17452.667000,453,52181
836,37,100000,100001,514.174000,455,931
844,37,100000,100001,184.005000,456,274
847,37,100000,100001,202.620000,457,296
855,37,100000,100001,415.310000,458,883
858,37,100000,100001,94.124000,459,90
874,37,100000,100001,486.786000,461,1168
877,37,100000,100001,137.409000,462,197
878,37,100000,100001,859.766000,465,2192
888,37,100000,100001,118.329000,466,159
893,37,100000,100001,393.613000,467,954
900,37,100000,100001,159.873000,468,208
905,37,100000,100001,17311.490000,531,66837
908,37,100000,100001,9640.714000,562,37641
916,37,100000,100001,1712.361000,569,6983
923,37,100000,100001,335.227000,571,1216
942,37,100000,100001,565.700000,574,1952
947,37,100000,100001,142.246000,575,341
952,37,100000,100001,64.029000,576,84
954,37,100000,100001,244.386000,577,641
961,37,100000,100001,149.931000,578,384
971,37,100000,100001,270.520000,580,999
972,37,100000,100001,177.742000,581,630
973,37,100000,100001,308.017000,582,1175
984,37,100000,100001,539.786000,585,2155
985,37,100000,100001,355.618000,587,1775
986,37,100000,100001,277.715000,588,1549
987,37,100000,100001,600.450000,591,3789
990,37,100000,100001,231.900000,593,1042
991,37,100000,100001,439.825000,595,2402
999,37,100000,100001,645.376000,598,3180
1001,37,100000,100001,155.719000,599,465
1002,37,100000,100001,138.396000,600,720
1011,37,100000,100001,1224.223000,605,8269
1017,37,100000,100001,872.317000,609,5496
1020,37,100000,100001,7593.664000,645,53690
1026,37,100000,100001,35.199000,646,37
1029,37,100000,100001,189.963000,647,523
1030,37,100000,100001,41.653000,648,40
1040,37,100000,100001,63.912000,649,104
1048,37,100000,100001,534.624000,656,2889
1054,37,100000,100001,136.694000,658,484
1055,37,100000,100001,119.964000,659,406
1058,37,100000,100001,113.675000,660,366
1059,37,100000,100001,112.464000,661,367
1063,37,100000,100001,229.829000,664,1046
1076,37,100000,100001,263.494000,668,1266
1081,37,100000,100001,148.810000,669,527
1085,37,100000,100001,407.370000,673,2374
1088,37,100000,100001,63.357000,674,134
1090,37,100000,100001,159.729000,675,580
1096,37,100000,100001,53.242000,676,75
1099,37,100000,100001,228.917000,678,781
1100,37,100000,100001,133.152000,679,510
1103,37,100000,100001,37.912000,680,5
1106,37,100000,100001,677.307000,687,3655
1112,37,100000,100001,63.417000,688,123
1117,37,100000,100001,379.320000,693,1888
1127,37,100000,100001,477.344000,700,2900
1130,37,100000,100001,44.322000,701,63
1135,37,100000,100001,39.194000,702,70
1141,37,100000,100001,87.933000,704,267
1147,37,100000,100001,41.733000,705,76
1148,37,100000,100001,1193.093000,719,10866
1155,37,100000,100001,235.593000,722,1902
1166,37,100000,100001,1768.116000,737,14012
1180,37,100000,100001,45.747000,738,71
1181,37,100000,100001,855.144000,746,6828
1190,37,100000,100001,35.797000,747,13
1191,37,100000,100001,233.338000,749,1294
1192,37,100000,100001,40.284000,750,21
1198,37,100000,100001,37.285000,751,22
1202,37,100000,100001,154.783000,752,734
1203,37,100000,100001,81.749000,753,253
1217,37,100000,100001,90.799000,754,331
1222,37,100000,100001,39.563000,755,62
1229,37,100000,100001,148.867000,757,745
1231,37,100000,100001,103.122000,758,433
1233,37,100000,100001,91.730000,759,380
1237,37,100000,100001,3205.869000,797,24385
1245,37,100000,100001,51.526000,798,79
1246,37,100000,100001,1011.482000,806,6353
1249,37,100000,100001,432.562000,809,2599
1255,37,100000,100001,1234.911000,816,8322
1263,37,100000,100001,492.805000,820,2376
1267,37,100000,100001,7355.535000,851,62986
1284,37,100000,100001,300.518000,855,2163
1293,37,100000,100001,56.976000,856,147
1296,37,100000,100001,52.476000,857,166
1300,37,100000,100001,67.642000,858,265
1305,37,100000,100001,68.961000,859,240
1306,37,100000,100001,96.235000,860,484
1307,37,100000,100001,46.727000,861,108
1309,37,100000,100001,190.997000,864,1292
1317,37,100000,100001,122.911000,866,706
1318,37,100000,100001,314.847000,872,2508
1323,37,100000,100001,61.327000,873,188
1331,37,100000,100001,32.841000,874,33
1333,37,100000,100001,71.939000,875,264
1339,37,100000,100001,36.101000,876,43
1346,37,100000,100001,44.380000,877,126
1350,37,100000,100001,41.010000,878,90
1353,37,100000,100001,73.426000,880,354
1354,37,100000,100001,98.373000,881,517
1356,37,100000,100001,31.313000,882,29
1361,37,100000,100001,67.287000,883,216
1362,37,100000,100001,76.505000,884,276
1370,37,100000,100001,34.218000,885,46
1378,37,100000,100001,46.649000,886,120
1382,37,100000,100001,506.721000,896,4058
1389,37,100000,100001,33.143000,897,30
1390,37,100000,100001,105.635000,898,598
1394,37,100000,100001,31.044000,899,13
1404,37,100000,100001,603.791000,911,6226
1411,37,100000,100001,73.845000,912,489
1418,37,100000,100001,29.455000,913,5
1419,37,100000,100001,349.018000,921,2980
1431,37,100000,100001,140.932000,924,814
1433,37,100000,100001,38.596000,925,48
1440,37,100000,100001,368.663000,934,2898
1442,37,100000,100001,60.478000,935,167
1457,37,100000,100001,32.086000,936,21
1460,37,100000,100001,50.071000,937,169
1470,37,100000,100001,50.774000,938,144
1472,37,100000,100001,54.347000,939,146
1479,37,100000,100001,47.966000,940,130
1484,37,100000,100001,41.253000,941,103
1487,37,100000,100001,62.344000,942,246
1488,37,100000,100001,48.745000,943,152
1489,37,100000,100001,90.313000,945,619
1495,37,100000,100001,70.895000,947,314
1499,37,100000,100001,61.387000,949,328
1512,37,100000,100001,1062.198000,984,11954
1522,37,100000,100001,66.537000,985,286
1526,37,100000,100001,33.406000,986,5
1534,37,100000,100001,1246.978000,1012,14959
1551,37,100000,100001,33.488000,1013,38
1559,37,100000,100001,50.573000,1014,195
1566,37,100000,100001,42.723000,1015,160
1570,37,100000,100001,40.103000,1016,104
1572,37,100000,100001,88.995000,1018,624
1582,37,100000,100001,58.884000,1019,306
1586,37,100000,100001,95.977000,1021,851
1591,37,100000,100001,167.817000,1025,1500
1594,37,100000,100001,74.817000,1026,525
1601,37,100000,100001,1000.535000,1052,11983
1602,37,100000,100001,179.073000,1056,1577
1603,37,100000,100001,216.808000,1059,1684
1605,37,100000,100001,40.166000,1060,63
1607,37,100000,100001,1006.986000,1071,8557
1608,37,100000,100001,192.715000,1073,1496
1609,37,100000,100001,118.603000,1075,771
1610,37,100000,100001,94.983000,1076,522
1616,37,100000,100001,809.071000,1087,7789
1617,37,100000,100001,102.559000,1088,723
1618,37,100000,100001,69.318000,1089,281
1619,37,100000,100001,112.511000,1091,882
1634,37,100000,100001,38.266000,1092,84
1637,37,100000,100001,99.580000,1094,628
1643,37,100000,100001,32.675000,1095,37
1649,37,100000,100001,69.430000,1096,420
1651,37,100000,100001,48.474000,1097,160
1653,37,100000,100001,52.510000,1098,224
1658,37,100000,100001,50.439000,1099,232
1662,37,100000,100001,43.934000,1100,100
1664,37,100000,100001,53.204000,1101,307
1666,37,100000,100001,179.211000,1104,1866
1669,37,100000,100001,41.343000,1105,130
1672,37,100000,100001,64.671000,1106,431
1675,37,100000,100001,52.903000,1107,242
1676,37,100000,100001,617.577000,1114,6165
1678,37,100000,100001,675.891000,1121,6553
1680,37,100000,100001,99.971000,1122,554
1689,37,100000,100001,30.240000,1123,42
1694,37,100000,100001,2028.039000,1142,18414
1698,37,100000,100001,69.747000,1143,360
1705,37,100000,100001,88.785000,1144,621
1708,37,100000,100001,722.443000,1151,6268
1720,37,100000,100001,36.952000,1152,91
1727,37,100000,100001,93.754000,1153,722
1729,37,100000,100001,65.387000,1154,305
1733,37,100000,100001,36.214000,1155,97
1738,37,100000,100001,71.663000,1156,411
1742,37,100000,100001,43.610000,1157,86
1744,37,100000,100001,95.601000,1158,650
1748,37,100000,100001,91.319000,1159,688
1749,37,100000,100001,113.229000,1161,1023
1753,37,100000,100001,52.465000,1162,389
1755,37,100000,100001,103.920000,1163,838
1763,37,100000,100001,117.358000,1164,864
1771,37,100000,100001,29.704000,1165,29
1772,37,100000,100001,175.960000,1166,1615
1773,37,100000,100001,35.558000,1167,86
1780,37,100000,100001,69.046000,1168,402
1790,37,100000,100001,1807.043000,1189,18700
1792,37,100000,100001,77.161000,1190,285
1803,37,100000,100001,30.397000,1191,83
1810,37,100000,100001,106.440000,1193,657
1814,37,100000,100001,31.135000,1194,90
1819,37,100000,100001,50.865000,1195,250
1827,37,100000,100001,29.713000,1196,94
1830,37,100000,100001,38.022000,1197,157
1831,37,100000,100001,52.699000,1198,338
1836,37,100000,100001,32.636000,1199,137
1841,37,100000,100001,22.721000,1200,25
1842,37,100000,100001,54.849000,1201,372
1852,37,100000,100001,48.962000,1202,233
1855,37,100000,100001,29.263000,1203,94
1859,37,100000,100001,26.818000,1204,140
1866,37,100000,100001,157.159000,1208,1548
1867,37,100000,100001,57.578000,1209,360
1869,37,100000,100001,98.177000,1211,939
1870,37,100000,100001,56.831000,1212,468
1871,37,100000,100001,152.668000,1215,1452
1872,37,100000,100001,80.794000,1216,672
1873,37,100000,100001,36.722000,1217,176
1875,37,100000,100001,39.244000,1218,185
1876,37,100000,100001,247.864000,1222,2753
1879,37,100000,100001,216.984000,1226,2452
1882,37,100000,100001,145.708000,1229,1471
1883,37,100000,100001,345.417000,1234,3912
1884,37,100000,100001,61.250000,1235,419
1888,37,100000,100001,105.792000,1237,1038
1891,37,100000,100001,398.249000,1243,4585
1896,37,100000,100001,20.507000,1244,6
1904,37,100000,100001,62.113000,1245,386
1910,37,100000,100001,42.531000,1246,179
1918,37,100000,100001,569.507000,1256,6024
1919,37,100000,100001,113.430000,1257,869
1920,37,100000,100001,271.891000,1260,2994
1921,37,100000,100001,154.348000,1262,1420
1922,37,100000,100001,75.616000,1263,664
1924,37,100000,100001,146.731000,1265,1424
1927,37,100000,100001,34.196000,1266,80
1942,37,100000,100001,28.552000,1267,44
1948,37,100000,100001,175.194000,1272,2601
1949,37,100000,100001,171.774000,1275,2067
1951,37,100000,100001,66.536000,1276,550
1954,37,100000,100001,26.328000,1277,61
1966,37,100000,100001,28.138000,1278,17
1975,37,100000,100001,51.316000,1279,452
1977,37,100000,100001,62.304000,1280,514
1978,37,100000,100001,40.205000,1281,140
1979,37,100000,100001,85.651000,1282,740
1984,37,100000,100001,1074.617000,1297,12447
1985,37,100000,100001,208.129000,1299,1821
1986,37,100000,100001,106.039000,1300,749
1987,37,100000,100001,150.111000,1301,1331
1988,37,100000,100001,62.972000,1302,213
2001,37,100000,100001,323.627000,1306,2652
2008,37,100000,100001,228.915000,1308,1699
2009,37,100000,100001,56.357000,1309,164
2017,37,100000,100001,34.137000,1310,61
2025,37,100000,100001,68.732000,1311,260
2028,37,100000,100001,237.130000,1313,1714
2031,37,100000,100001,89.907000,1314,387
2033,37,100000,100001,98.866000,1315,668
2047,37,100000,100001,53.966000,1316,160
2055,37,100000,100001,73.547000,1317,226
2058,37,100000,100001,164.825000,1318,1271
2059,37,100000,100001,56.339000,1319,200
2060,37,100000,100001,135.216000,1320,887
2062,37,100000,100001,119.746000,1321,787
2065,37,100000,100001,39.148000,1322,74
2067,37,100000,100001,63.172000,1323,256
2069,37,100000,100001,162.580000,1324,1114
2070,37,100000,100001,155.168000,1325,1031
2071,37,100000,100001,124.924000,1326,972
2072,37,100000,100001,228.058000,1327,2079
2074,37,100000,100001,62.177000,1328,214
2075,37,100000,100001,269.492000,1329,2177
2078,37,100000,100001,113.162000,1330,793
2081,37,100000,100001,37.208000,1331,60
2090,37,100000,100001,153.202000,1332,1052
2092,37,100000,100001,75.596000,1333,335
2095,37,100000,100001,164.845000,1334,1274
2097,37,100000,100001,666.692000,1339,6355
2101,37,100000,100001,145.473000,1340,1118
2114,37,100000,100001,38.459000,1341,74
2123,37,100000,100001,164.404000,1343,863
2130,37,100000,100001,55.738000,1344,147
2135,37,100000,100001,863.975000,1352,7189
2136,37,100000,100001,1092.646000,1360,12203
2140,37,100000,100001,131.923000,1361,953
2144,37,100000,100001,100.226000,1362,458
2152,37,100000,100001,140.975000,1363,851
2160,37,100000,100001,432.169000,1367,3541
2168,37,100000,100001,80.882000,1368,340
2176,37,100000,100001,40.057000,1369,47
2192,37,100000,100001,31.756000,1370,9
2197,37,100000,100001,50.712000,1371,128
2205,37,100000,100001,49.723000,1372,111
2209,37,100000,100001,50.221000,1373,76
2219,37,100000,100001,55.040000,1374,100
2227,37,100000,100001,865.122000,1381,5996
2229,37,100000,100001,152.659000,1382,867
2231,37,100000,100001,47.381000,1383,82
2236,37,100000,100001,158.588000,1384,660
2242,37,100000,100001,37.995000,1385,44
2249,37,100000,100001,56.329000,1386,126
2252,37,100000,100001,750.338000,1392,4731
2253,37,100000,100001,356.959000,1395,2191
2255,37,100000,100001,158.250000,1396,759
2257,37,100000,100001,109.817000,1397,514
2261,37,100000,100001,152.836000,1399,751
2263,37,100000,100001,104.983000,1400,506
2267,37,100000,100001,85.212000,1401,273
2269,37,100000,100001,43.170000,1402,54
2273,37,100000,100001,217.898000,1404,1440
2275,37,100000,100001,100.168000,1405,696
2277,37,100000,100001,112.157000,1406,626
2279,37,100000,100001,47.059000,1407,120
2280,37,100000,100001,130.750000,1408,751
2283,37,100000,100001,45.487000,1409,90
2287,37,100000,100001,367.819000,1413,2937
2288,37,100000,100001,109.576000,1414,472
2289,37,100000,100001,103.658000,1415,694
2292,37,100000,100001,82.293000,1416,278
2294,37,100000,100001,385.133000,1421,3546
2304,37,100000,100001,92.627000,1423,483
2312,37,100000,100001,57.098000,1424,149
2319,37,100000,100001,27.754000,1425,4
2327,37,100000,100001,77.298000,1426,498
2329,37,100000,100001,44.398000,1427,88
2330,37,100000,100001,85.683000,1428,568
2331,37,100000,100001,80.035000,1429,369
2332,37,100000,100001,137.438000,1431,1220
2337,37,100000,100001,33.349000,1432,34
2346,37,100000,100001,51.415000,1433,98
2353,37,100000,100001,34.484000,1434,24
2354,37,100000,100001,115.927000,1436,843
2355,37,100000,100001,109.101000,1437,816
2359,37,100000,100001,47.191000,1438,147
2360,37,100000,100001,64.309000,1439,395
2361,37,100000,100001,75.757000,1440,462
2366,37,100000,100001,1353.053000,1456,13167
2367,37,100000,100001,173.648000,1457,1338
2368,37,100000,100001,161.606000,1459,991
2371,37,100000,100001,379.250000,1462,3083
2372,37,100000,100001,117.655000,1463,866
2373,37,100000,100001,93.625000,1464,643
2377,37,100000,100001,49.280000,1465,135
2382,37,100000,100001,114.167000,1466,855
2390,37,100000,100001,54.794000,1467,242
2402,37,100000,100001,75.368000,1468,412
2405,37,100000,100001,249.533000,1470,2379
2406,37,100000,100001,93.325000,1471,522
2411,37,100000,100001,197.066000,1473,1599
2413,37,100000,100001,91.151000,1474,459
2417,37,100000,100001,407.010000,1477,3702
2420,37,100000,100001,97.980000,1478,419
2429,37,100000,100001,229.138000,1480,1572
2438,37,100000,100001,49.126000,1481,82
2444,37,100000,100001,692.644000,1486,6120
2445,37,100000,100001,155.454000,1487,1088
2448,37,100000,100001,229.359000,1489,1434
2452,37,100000,100001,59.262000,1490,222
2453,37,100000,100001,223.119000,1491,1635
2454,37,100000,100001,100.348000,1492,556
2460,37,100000,100001,195.249000,1493,1748
2461,37,100000,100001,103.127000,1494,462
2466,37,100000,100001,115.064000,1495,783
2472,37,100000,100001,119.008000,1496,625
2474,37,100000,100001,94.142000,1497,658
2482,37,100000,100001,111.557000,1498,546
2484,37,100000,100001,48.515000,1499,80
2489,37,100000,100001,54.854000,1500,117
2492,37,100000,100001,121.609000,1501,589
2496,37,100000,100001,68.432000,1502,217
2498,37,100000,100001,137.971000,1503,869
2502,37,100000,100001,89.276000,1504,466
2524,37,100000,100001,54.153000,1505,99
2530,37,100000,100001,106.958000,1506,478
2532,37,100000,100001,179.780000,1507,950
2536,37,100000,100001,95.184000,1508,562
2542,37,100000,100001,71.693000,1509,238
2552,37,100000,100001,36.691000,1510,20
2559,37,100000,100001,75.637000,1511,410
2565,37,100000,100001,371.382000,1514,2920
2566,37,100000,100001,243.697000,1515,1933
2567,37,100000,100001,161.874000,1516,1289
2569,37,100000,100001,156.454000,1517,1271
2570,37,100000,100001,184.724000,1519,1523
2574,37,100000,100001,135.840000,1520,938
2578,37,100000,100001,65.094000,1521,253
2583,37,100000,100001,52.576000,1522,128
2584,37,100000,100001,203.474000,1523,1764
2585,37,100000,100001,65.569000,1524,225
2591,37,100000,100001,44.557000,1525,77
2597,37,100000,100001,109.569000,1526,557
2603,37,100000,100001,56.375000,1527,159
2605,37,100000,100001,471.364000,1531,3982
2606,37,100000,100001,347.489000,1533,2791
2609,37,100000,100001,74.717000,1534,313
2621,37,100000,100001,1088.480000,1542,10843
2622,37,100000,100001,97.803000,1543,470
2625,37,100000,100001,230.021000,1544,1917
2626,37,100000,100001,53.502000,1545,147
2628,37,100000,100001,468.594000,1548,4142
2631,37,100000,100001,514.081000,1551,4856
2633,37,100000,100001,647.572000,1555,5935
2634,37,100000,100001,183.229000,1556,1456
2636,37,100000,100001,155.129000,1557,876
2646,37,100000,100001,1200.994000,1565,11587
2647,37,100000,100001,314.205000,1566,2967
2650,37,100000,100001,167.126000,1567,1243
2657,37,100000,100001,37.293000,1568,38
2659,37,100000,100001,172.809000,1569,1255
2661,37,100000,100001,43.779000,1570,76
2671,37,100000,100001,51.771000,1571,174
2681,37,100000,100001,502.769000,1575,4468
2684,37,100000,100001,183.010000,1576,1257
2685,37,100000,100001,105.384000,1577,425
2692,37,100000,100001,1472.207000,1587,12693
2693,37,100000,100001,53.859000,1588,178
2720,37,100000,100001,31.154000,1589,17
2727,37,100000,100001,120.825000,1590,762
2729,37,100000,100001,150.346000,1591,1006
2734,37,100000,100001,57.964000,1592,174
2736,37,100000,100001,165.299000,1593,1261
2738,37,100000,100001,87.996000,1594,445
2741,37,100000,100001,2161.643000,1614,20127
2742,37,100000,100001,338.441000,1617,2913
2745,37,100000,100001,1074.586000,1626,10908
2746,37,100000,100001,371.472000,1630,3714
2748,37,100000,100001,125.397000,1631,1213
2749,37,100000,100001,78.285000,1632,422
2751,37,100000,100001,150.071000,1634,1311
2752,37,100000,100001,216.453000,1636,2284
2756,37,100000,100001,79.032000,1637,655
2761,37,100000,100001,142.699000,1639,1070
2765,37,100000,100001,144.639000,1640,1096
2769,37,100000,100001,83.972000,1641,536
2771,37,100000,100001,2672.641000,1663,27034
2773,37,100000,100001,1112.138000,1674,11468
2775,37,100000,100001,331.362000,1677,2994
2777,37,100000,100001,164.293000,1679,1367
2791,37,100000,100001,22.514000,1680,38
2792,37,100000,100001,45.730000,1681,278
2793,37,100000,100001,49.024000,1682,297
2796,37,100000,100001,45.078000,1683,365
2798,37,100000,100001,38.826000,1684,157
2804,37,100000,100001,26.581000,1685,7
2806,37,100000,100001,62.426000,1687,563
2807,37,100000,100001,48.902000,1688,395
2810,37,100000,100001,75.242000,1691,1028
2813,37,100000,100001,67.766000,1692,749
2816,37,100000,100001,63.682000,1693,738
2817,37,100000,100001,572.809000,1701,7346
2822,37,100000,100001,41.395000,1702,171
2825,37,100000,100001,20.135000,1703,24
2831,37,100000,100001,41.840000,1704,246
2833,37,100000,100001,38.473000,1705,172
2836,37,100000,100001,31.103000,1706,90
2842,37,100000,100001,45.157000,1707,251
2843,37,100000,100001,31.630000,1708,129
2845,37,100000,100001,567.904000,1719,6893
2847,37,100000,100001,530.228000,1726,5830
2856,37,100000,100001,24.601000,1727,44
2860,37,100000,100001,33.589000,1728,132
2862,37,100000,100001,36.966000,1729,152
2865,37,100000,100001,27.935000,1730,69
2871,37,100000,100001,34.634000,1731,218
2873,37,100000,100001,29.011000,1732,98
2875,37,100000,100001,51.576000,1733,390
2876,37,100000,100001,38.537000,1734,151
2881,37,100000,100001,37.860000,1736,283
2883,37,100000,100001,31.319000,1737,142
2884,37,100000,100001,61.307000,1739,778
2885,37,100000,100001,61.178000,1740,567
2887,37,100000,100001,40.871000,1741,274
2888,37,100000,100001,108.940000,1743,1245
2890,37,100000,100001,79.093000,1745,777
2892,37,100000,100001,3223.137000,1791,44462
2904,37,100000,100001,17.403000,1792,29
2907,37,100000,100001,19.328000,1793,60
2910,37,100000,100001,18.640000,1794,54
2913,37,100000,100001,20.382000,1795,96
2916,37,100000,100001,41.970000,1796,414
2917,37,100000,100001,19.091000,1797,16
2919,37,100000,100001,122.126000,1800,1713
2923,37,100000,100001,26.917000,1801,36
2930,37,100000,100001,22.601000,1802,21
2931,37,100000,100001,40.076000,1803,392
2932,37,100000,100001,33.706000,1804,265
2933,37,100000,100001,33.552000,1805,245
2934,37,100000,100001,35.674000,1806,229
2935,37,100000,100001,24.543000,1807,48
2937,37,100000,100001,28.394000,1808,185
2941,37,100000,100001,68.518000,1811,1098
2945,37,100000,100001,25.934000,1812,51
2950,37,100000,100001,19.950000,1813,37
2953,37,100000,100001,28.322000,1814,229
2959,37,100000,100001,22.015000,1815,95
2963,37,100000,100001,86.601000,1819,1460
2964,37,100000,100001,83.010000,1821,1163
2965,37,100000,100001,48.286000,1822,667
2966,37,100000,100001,46.259000,1823,436
2968,37,100000,100001,56.699000,1825,850
2969,37,100000,100001,41.867000,1826,387
2972,37,100000,100001,39.368000,1827,318
2979,37,100000,100001,117.428000,1832,2110
2984,37,100000,100001,89.503000,1835,1285
2987,37,100000,100001,49.173000,1836,690
2988,37,100000,100001,50.167000,1837,525
2989,37,100000,100001,82.728000,1839,1024
2991,37,100000,100001,74.368000,1841,1085
2994,37,100000,100001,82.641000,1843,884
3003,37,100000,100001,57.778000,1845,764
3007,37,100000,100001,157.430000,1848,2072
3008,37,100000,100001,46.054000,1849,351
3010,37,100000,100001,194.193000,1853,2916
3011,37,100000,100001,79.809000,1855,824
3013,37,100000,100001,49.719000,1856,534
3017,37,100000,100001,40.749000,1857,393
3034,37,100000,100001,19.475000,1858,36
3043,37,100000,100001,30.822000,1859,75
3054,37,100000,100001,24.073000,1860,54
3060,37,100000,100001,116.976000,1863,1710
3066,37,100000,100001,72.019000,1864,708
3067,37,100000,100001,39.384000,1865,149
3074,37,100000,100001,26.346000,1866,63
3079,37,100000,100001,26.142000,1867,141
3082,37,100000,100001,32.820000,1868,184
3086,37,100000,100001,33.833000,1869,226
3093,37,100000,100001,38.318000,1870,285
3105,37,100000,100001,129.382000,1873,1682
3107,37,100000,100001,28.575000,1874,151
3111,37,100000,100001,30.930000,1875,141
3119,37,100000,100001,30.938000,1876,66
3120,37,100000,100001,118.737000,1878,1498
3122,37,100000,100001,22.971000,1879,68
3131,37,100000,100001,24.742000,1880,60
3139,37,100000,100001,71.786000,1882,754
3140,37,100000,100001,70.413000,1884,895
3142,37,100000,100001,31.350000,1885,140
3143,37,100000,100001,68.259000,1886,785
3146,37,100000,100001,46.757000,1887,453
3147,37,100000,100001,41.893000,1888,308
3150,37,100000,100001,20.739000,1889,87
3154,37,100000,100001,1009.812000,1917,14659
3156,37,100000,100001,398.115000,1928,4967
3157,37,100000,100001,126.495000,1931,1340
3158,37,100000,100001,30.392000,1932,175
3159,37,100000,100001,51.817000,1933,419
3160,37,100000,100001,323.026000,1940,4009
3162,37,100000,100001,21.824000,1941,2
3163,37,100000,100001,127.312000,1943,1085
3170,37,100000,100001,135.181000,1947,1499
3176,37,100000,100001,21.444000,1948,43
3183,37,100000,100001,25.998000,1949,145
3188,37,100000,100001,28.269000,1950,103
3193,37,100000,100001,15.539000,1951,14
3195,37,100000,100001,49.174000,1952,406
