time,transaction_length,table_size,stack_size,updating_time,delta,deleted_entries
1360,1,745,199256,0.035000,136,18
1370,4,733,199268,0.049000,137,21
1380,9,721,199280,0.056000,138,21
1390,3,710,199291,0.036000,139,22
1400,4,700,199301,0.033000,140,19
1410,14,695,199306,0.045000,141,15
1420,9,696,199305,0.071000,142,12
1430,5,710,199291,0.034000,143,15
1440,3,708,199293,0.031000,144,15
1450,1,700,199301,0.034000,145,19
1460,5,689,199312,0.072000,146,22
1470,9,675,199326,0.052000,147,26
1480,5,663,199338,0.038000,148,23
1490,2,648,199353,0.040000,149,26
1500,11,644,199357,0.075000,150,23
1510,3,630,199371,0.038000,151,26
1520,2,612,199389,0.043000,152,32
1530,5,599,199402,0.038000,153,23
1540,2,584,199417,0.038000,154,25
1550,1,574,199427,0.036000,155,21
1560,5,567,199434,0.034000,156,17
1570,2,557,199444,0.037000,157,24
1580,1,549,199452,0.032000,158,18
1590,1,545,199456,0.030000,159,14
1600,7,631,199370,0.039000,160,15
1610,7,632,199369,0.029000,161,10
1620,26,639,199362,0.132000,162,13
1630,24,646,199355,0.134000,163,15
1640,22,633,199368,0.086000,164,24
1650,17,638,199363,0.037000,165,12
1660,3,639,199362,0.041000,166,15
1670,10,638,199363,0.059000,167,16
1680,6,642,199359,0.130000,168,15
1690,16,647,199354,0.115000,169,14
1700,24,644,199357,0.093000,170,16
1710,18,795,199206,0.097000,171,15
1720,14,799,199202,0.076000,172,18
1730,36,807,199194,0.133000,173,13
1740,8,808,199193,0.084000,174,21
1750,30,808,199193,0.097000,175,16
1760,2,810,199191,0.034000,176,21
1770,19,820,199181,0.257000,177,16
1780,23,834,199167,0.121000,178,19
1790,25,874,199127,0.154000,179,17
1800,18,869,199132,0.238000,180,28
1810,31,877,199124,0.391000,181,29
1820,23,873,199128,0.095000,182,29
1830,25,861,199140,0.111000,183,28
1840,22,872,199129,0.126000,184,15
1850,24,884,199117,0.199000,185,14
1860,34,894,199107,0.308000,186,18
1870,31,914,199087,0.240000,187,26
1880,20,929,199072,0.204000,188,30
1890,20,935,199066,0.165000,189,38
1900,16,946,199055,0.198000,190,30
1910,19,1025,198976,0.540000,191,27
1920,31,1050,198951,0.600000,192,26
1930,17,1049,198952,0.172000,193,35
1940,22,1066,198935,0.106000,194,37
1950,41,1094,198907,0.176000,195,25
1960,27,1084,198917,0.183000,196,27
1970,14,1079,198922,0.124000,197,24
1980,23,1109,198892,0.900000,198,34
1990,21,1147,198854,0.127000,199,20
2000,9,1300,198701,0.140000,200,32
2010,16,1283,198718,0.184000,201,38
2020,10,1284,198717,0.213000,202,19
2030,29,1424,198577,0.380000,203,26
2040,20,1395,198606,0.175000,204,41
2050,14,1396,198605,0.116000,205,19
2060,28,1402,198599,0.279000,206,28
2070,9,1380,198621,0.113000,207,37
2080,7,1358,198643,0.074000,208,47
2090,8,1346,198655,0.309000,209,49
2100,30,1368,198633,0.199000,210,14
2110,20,1386,198615,0.116000,211,17
2120,26,1405,198596,0.145000,212,25
2130,23,1445,198556,0.131000,213,33
2140,28,1468,198533,0.498000,214,20
2150,35,1496,198505,0.220000,215,28
2160,4,1484,198517,0.082000,216,43
2170,11,1474,198527,0.069000,217,31
2180,9,1475,198526,0.078000,218,24
2190,11,1615,198386,0.123000,219,30
2200,6,1608,198393,0.067000,220,27
2210,3,1586,198415,0.061000,221,35
2220,21,1608,198393,0.606000,222,17
2230,22,1612,198389,0.179000,223,17
2240,1,1634,198367,0.032000,224,15
2250,16,1627,198374,0.208000,225,23
2260,29,1622,198379,0.199000,226,24
2270,13,1618,198383,0.130000,227,19
2280,34,1613,198388,0.159000,228,29
2290,8,1606,198395,0.082000,229,36
2300,23,1632,198369,0.154000,230,17
2310,6,1609,198392,0.028000,231,40
2320,13,1581,198420,0.138000,232,38
2330,26,1577,198424,0.153000,233,27
2340,15,1577,198424,0.151000,234,15
2350,17,1601,198400,0.097000,235,14
2360,27,1588,198413,0.180000,236,32
2370,29,1599,198402,0.114000,237,18
2380,29,1599,198402,0.178000,238,26
2390,27,1597,198404,0.171000,239,28
2400,6,1603,198398,0.097000,240,19
2410,10,1607,198394,0.131000,241,26
2420,25,1616,198385,0.151000,242,34
2430,19,1640,198361,0.233000,243,12
2440,4,1668,198333,0.112000,244,26
2450,28,1666,198335,0.215000,245,27
2460,19,1674,198327,0.134000,246,15
2470,17,1682,198319,0.162000,247,20
2480,2,1723,198278,0.067000,248,22
2490,25,1736,198265,0.234000,249,15
2500,14,1733,198268,0.162000,250,25
2510,10,1724,198277,0.084000,251,33
2520,10,1748,198253,0.405000,252,26
2530,22,1733,198268,0.086000,253,31
2540,8,1834,198167,0.113000,254,18
2550,19,2076,197925,0.286000,255,15
2560,9,2091,197910,0.111000,256,19
2570,15,2119,197882,0.934000,257,20
2580,1,2224,197777,0.082000,258,33
2590,2,2205,197796,0.023000,259,28
2600,7,2224,197777,0.070000,260,14
2610,14,2208,197793,0.182000,261,27
2620,1,2200,197801,0.049000,262,30
2630,3,2185,197816,0.045000,263,25
2640,24,2207,197794,0.159000,264,15
2650,7,2197,197804,0.064000,265,20
2660,16,2194,197807,0.143000,266,17
2670,14,2179,197822,0.096000,267,27
2680,4,2173,197828,0.040000,268,19
2690,3,2155,197846,0.049000,269,31
2700,1,2126,197875,0.053000,270,39
2710,2,2093,197908,0.059000,271,43
2720,2,2065,197936,0.053000,272,36
2730,3,2037,197964,0.075000,273,38
2740,14,2009,197992,0.135000,274,38
2750,4,2000,198001,0.065000,275,20
2760,2,1969,198032,0.060000,276,41
2770,1,1935,198066,0.065000,277,44
2780,2,1925,198076,0.065000,278,45
2790,12,1893,198108,0.178000,279,42
2800,1,1865,198136,0.060000,280,41
2810,4,1830,198171,0.059000,281,45
2820,17,1798,198203,0.082000,282,41
2830,15,1765,198236,0.160000,283,44
2840,4,1727,198274,0.063000,284,50
2850,13,1698,198303,0.150000,285,41
2860,4,1663,198338,0.063000,286,45
2870,3,1649,198352,0.041000,287,24
2880,6,1621,198380,0.060000,288,39
2890,9,1591,198410,0.073000,289,39
2900,1,1570,198431,0.047000,290,31
2910,4,1548,198453,0.046000,291,33
2920,10,1536,198465,0.067000,292,24
2930,3,1522,198479,0.038000,293,24
2940,11,1515,198486,0.065000,294,17
2950,13,1510,198491,0.122000,295,16
2960,7,1506,198495,0.056000,296,18
2970,2,1506,198495,0.033000,297,14
2980,17,1499,198502,0.052000,298,18
2990,15,1504,198497,0.066000,299,11
3000,10,1501,198500,0.125000,300,19
3010,13,1506,198495,0.083000,301,16
3020,29,1517,198484,0.183000,302,13
3030,23,1539,198462,0.209000,303,16
3040,29,1544,198457,0.191000,304,23
3050,12,1567,198434,0.063000,305,19
3060,22,1593,198408,0.154000,306,16
3070,31,1631,198370,0.331000,307,24
3080,35,1683,198318,0.304000,308,25
3090,32,2140,197861,0.328000,309,43
3100,53,2217,197784,0.652000,310,52
3110,28,2319,197682,0.295000,311,49
3120,23,2293,197708,0.277000,312,66
3130,35,2367,197634,0.902000,313,47
3140,41,2451,197550,0.632000,314,58
3150,19,2424,197577,0.269000,315,69
3160,49,2594,197407,0.634000,316,28
3170,32,2914,197087,0.463000,317,45
3180,23,2930,197071,0.680000,318,59
3190,36,3004,196997,0.445000,319,28
3200,50,3080,196921,0.878000,320,36
3210,36,3252,196749,0.989000,321,46
3220,35,3328,196673,0.543000,322,76
3230,37,3694,196307,14.092000,323,71
3240,22,3826,196175,0.541000,324,87
3250,17,3735,196266,0.298000,325,120
3260,24,3789,196212,0.473000,326,74
3270,28,4180,195821,0.372000,327,37
3280,16,4277,195724,1.866000,328,40
3290,28,4271,195730,0.815000,329,82
3300,30,4286,195715,0.686000,330,79
3310,14,4244,195757,0.326000,331,99
3320,32,4207,195794,0.426000,332,75
3330,25,4234,195767,0.450000,333,51
3340,33,4275,195726,0.493000,334,62
3350,25,4246,195755,0.608000,335,68
3360,39,4283,195718,0.429000,336,61
3370,61,4609,195392,1.580000,337,44
3380,9,4678,195323,1.234000,338,75
3390,38,4682,195319,0.676000,339,60
3400,36,4900,195101,1.076000,340,96
3410,31,4932,195069,0.433000,341,55
3420,22,4912,195089,0.805000,342,107
3430,22,4896,195105,0.426000,343,82
3440,54,4898,195103,0.490000,344,36
3450,23,5117,194884,0.879000,345,39
3460,20,5148,194853,0.584000,346,68
3470,39,5141,194860,0.737000,347,75
3480,24,5132,194869,0.481000,348,48
3490,24,5127,194874,0.533000,349,58
3500,23,5379,194622,0.495000,350,81
3510,48,5390,194611,0.584000,351,49
3520,44,5434,194567,1.026000,352,43
3530,30,5453,194548,0.571000,353,69
3540,36,5467,194534,0.666000,354,46
3550,29,5456,194545,0.539000,355,68
3560,10,5457,194544,0.426000,356,83
3570,23,5484,194517,0.386000,357,39
3580,17,5432,194569,0.288000,358,95
3590,39,6192,193809,0.595000,359,37
3600,35,6471,193530,10.494000,360,81
3610,20,6399,193602,0.417000,361,101
3620,19,6447,193554,0.497000,362,78
3630,15,6498,193503,2.145000,363,57
3640,15,6657,193344,0.336000,364,41
3650,21,6720,193281,0.422000,365,57
3660,12,6721,193280,0.250000,366,43
3670,26,6756,193245,0.517000,367,54
3680,23,6787,193214,0.395000,368,35
3690,21,6794,193207,0.599000,369,54
3700,25,6907,193094,0.549000,370,62
3710,31,6849,193152,0.428000,371,80
3720,31,6832,193169,0.398000,372,66
3730,42,7179,192822,12.277000,373,55
3740,24,7131,192870,0.368000,374,75
3750,28,7111,192890,0.884000,375,72
3760,8,7060,192941,0.247000,376,86
3770,27,7407,192594,0.434000,377,74
3780,20,7359,192642,0.384000,378,70
3790,14,7732,192269,0.460000,379,80
3800,6,7828,192173,0.303000,380,72
3810,22,7758,192243,0.608000,381,86
3820,17,7757,192244,0.233000,382,68
3830,24,8109,191892,0.821000,383,69
3840,2,8096,191905,0.114000,384,70
3850,27,8062,191939,0.349000,385,56
3860,42,8225,191776,0.858000,386,20
3870,34,8241,191760,0.550000,387,50
3880,17,8219,191782,0.334000,388,65
3890,27,8369,191632,0.725000,389,57
3900,15,8386,191615,0.533000,390,51
3910,1,8319,191682,0.124000,391,82
3920,31,8267,191734,0.389000,392,89
3930,40,8202,191799,0.522000,393,77
3940,13,8149,191852,0.333000,394,77
3950,1,8086,191915,0.133000,395,82
3960,27,8040,191961,0.375000,396,68
3970,16,7982,192019,0.251000,397,82
3980,3,7920,192081,0.136000,398,78
3990,9,7882,192119,0.589000,399,69
4000,2,7972,192029,0.127000,400,64
4010,16,7917,192084,0.199000,401,66
4020,13,7904,192097,0.268000,402,44
4030,17,7877,192124,0.285000,403,53
4040,1,7847,192154,0.049000,404,46
4050,1,7817,192184,0.083000,405,43
4060,12,7765,192236,0.174000,406,61
4070,13,7715,192286,0.302000,407,71
4080,1,7648,192353,0.116000,408,77
4090,11,7588,192413,0.326000,409,74
4100,21,7515,192486,0.532000,410,82
4110,2,7431,192570,0.128000,411,93
4120,1,7358,192643,0.117000,412,82
4130,1,7295,192706,0.093000,413,71
4140,3,7241,192760,0.159000,414,71
4150,1,7171,192830,0.121000,415,83
4160,10,7104,192897,0.130000,416,77
4170,7,7047,192954,0.108000,417,71
4180,19,7016,192985,0.308000,418,52
4190,1,7021,192980,0.075000,419,45
4200,2,7070,192931,0.078000,420,49
4210,20,7047,192954,0.164000,421,37
4220,5,7023,192978,0.103000,422,35
4230,1,7000,193001,0.064000,423,33
4240,1,6983,193018,0.029000,424,27
4250,2,6959,193042,0.072000,425,35
4260,15,6927,193074,0.272000,426,41
4270,1,6900,193101,0.074000,427,40
4280,5,6872,193129,0.077000,428,36
4290,1,6831,193170,0.105000,429,54
4300,2,6783,193218,0.124000,430,60
4310,1,6723,193278,0.080000,431,68
4320,8,6670,193331,0.176000,432,62
4330,2,6729,193272,0.093000,433,49
4340,5,6697,193304,0.106000,434,41
4350,6,6673,193328,0.043000,435,30
4360,6,6681,193320,0.042000,436,33
4370,14,6798,193203,3.376000,437,36
4380,29,6789,193212,0.595000,438,41
4390,10,6815,193186,0.115000,439,31
4400,14,6846,193155,0.159000,440,26
4410,25,7273,192728,1.968000,441,33
4420,37,7256,192745,0.429000,442,36
4430,19,7245,192756,0.307000,443,32
4440,21,7759,192242,0.337000,444,20
4450,38,7775,192226,0.579000,445,20
4460,25,8033,191968,0.360000,446,35
4470,28,8040,191961,0.569000,447,31
4480,30,8040,191961,0.648000,448,22
4490,30,8054,191947,0.296000,449,18
4500,33,8604,191397,14.329000,450,22
4510,37,8705,191296,0.822000,451,19
4520,24,8765,191236,0.552000,452,40
4530,28,10153,189848,2.013000,453,44
4540,54,10379,189622,1.318000,454,56
4550,41,10410,189591,1.840000,455,86
4560,22,10339,189662,0.532000,456,120
4570,36,10747,189254,1.626000,457,83
4580,48,11098,188903,3.115000,458,53
4590,32,11147,188854,0.873000,459,59
4600,18,11083,188918,0.577000,460,122
4610,13,11077,188924,0.503000,461,137
4620,17,12352,187649,0.541000,462,111
4630,38,12288,187713,0.898000,463,109
4640,31,12202,187799,0.917000,464,119
4650,27,13106,186895,1.252000,465,74
4660,20,13081,186920,0.535000,466,81
4670,41,13087,186914,1.136000,467,46
4680,40,13119,186882,0.942000,468,39
4690,37,13131,186870,0.849000,469,48
4700,43,13244,186757,4.373000,470,39
4710,27,13387,186614,0.798000,471,54
4720,31,13492,186509,1.109000,472,92
4730,30,13662,186339,0.891000,473,112
4740,18,13634,186367,0.385000,474,110
4750,38,13545,186456,0.790000,475,111
4760,34,13603,186398,0.991000,476,28
4770,48,13718,186283,0.624000,477,53
4780,45,13687,186314,0.467000,478,82
4790,29,13602,186399,0.717000,479,114
4800,22,13582,186419,0.538000,480,56
4810,23,13563,186438,0.408000,481,52
4820,45,13620,186381,1.096000,482,32
4830,31,13747,186254,3.470000,483,62
4840,14,13849,186152,0.366000,484,66
4850,49,14389,185612,1.931000,485,57
4860,23,14508,185493,0.641000,486,65
4870,54,14989,185012,2.269000,487,94
4880,56,14973,185028,1.392000,488,152
4890,18,15012,184989,0.527000,489,136
4900,26,14893,185108,0.637000,490,147
4910,23,14862,185139,0.802000,491,95
4920,17,14786,185215,0.399000,492,102
4930,26,14779,185222,0.773000,493,41
4940,24,14852,185149,2.494000,494,78
4950,23,14822,185179,0.737000,495,94
4960,43,15233,184768,1.208000,496,73
4970,44,15234,184767,1.339000,497,72
4980,16,15180,184821,0.580000,498,95
4990,37,15174,184827,0.982000,499,48
5000,21,15116,184885,0.568000,500,88
5010,40,15060,184941,0.974000,501,74
5020,14,15006,184995,0.433000,502,68
5030,20,14990,185011,0.378000,503,46
5040,28,15071,184930,0.579000,504,66
5050,17,15009,184992,0.481000,505,75
5060,14,15052,184949,0.362000,506,43
5070,19,15338,184663,0.591000,507,66
5080,26,15464,184537,0.730000,508,67
5090,18,15446,184555,0.344000,509,71
5100,17,16661,183340,1.413000,510,92
5110,22,18367,181634,1.152000,511,64
5120,28,18430,181571,0.973000,512,86
5130,25,19043,180958,1.049000,513,101
5140,7,18955,181046,0.324000,514,109
5150,40,18928,181073,0.400000,515,93
5160,17,18860,181141,0.463000,516,95
5170,39,18818,181183,0.395000,517,85
5180,18,18757,181244,0.487000,518,91
5190,24,18731,181270,0.756000,519,53
5200,44,18713,181288,0.985000,520,53
5210,4,18697,181304,0.229000,521,65
5220,33,18675,181326,1.142000,522,48
5230,23,18655,181346,0.340000,523,50
5240,33,18667,181334,0.824000,524,52
5250,8,18672,181329,0.225000,525,53
5260,25,18645,181356,0.577000,526,63
5270,20,18582,181419,0.416000,527,80
5280,16,18594,181407,0.547000,528,68
5290,29,19796,180205,1.095000,529,72
5300,20,19728,180273,0.554000,530,90
5310,23,19747,180254,0.500000,531,60
5320,10,19710,180291,0.146000,532,68
5330,12,20028,179973,0.424000,533,60
5340,22,19989,180012,0.893000,534,76
5350,18,19969,180032,0.272000,535,64
5360,20,20033,179968,0.332000,536,50
5370,13,19982,180019,0.343000,537,60
5380,14,19934,180067,0.427000,538,69
5390,4,19890,180111,0.063000,539,55
5400,6,19838,180163,0.076000,540,63
5410,16,19777,180224,0.298000,541,72
5420,14,19731,180270,0.311000,542,60
5430,3,19693,180308,0.140000,543,54
5440,1,19655,180346,0.115000,544,49
5450,2,19622,180379,0.146000,545,44
5460,2,19578,180423,0.120000,546,55
5470,1,19534,180467,0.102000,547,53
5480,1,19497,180504,0.092000,548,48
5490,8,19479,180522,0.309000,549,35
5500,3,19441,180560,0.093000,550,49
5510,9,19401,180600,0.207000,551,51
5520,3,19359,180642,0.165000,552,53
5530,1,19310,180691,0.114000,553,57
5540,3,19275,180726,0.110000,554,54
5550,9,19227,180774,0.228000,555,59
5560,6,19164,180837,0.153000,556,74
5570,2,19091,180910,0.158000,557,83
5580,5,19000,181001,0.241000,558,100
5590,5,18913,181088,0.242000,559,97
5600,2,18854,181147,0.172000,560,85
5610,7,18781,181220,0.227000,561,85
5620,10,18706,181295,0.219000,562,84
5630,1,18625,181376,0.174000,563,91
5640,1,18531,181470,0.196000,564,104
5650,2,18427,181574,0.241000,565,114
5660,1,18324,181677,0.161000,566,125
5670,2,18217,181784,0.183000,567,117
5680,10,18124,181877,0.276000,568,103
5690,2,18032,181969,0.177000,569,103
5700,3,17931,182070,0.183000,570,111
5710,3,17831,182170,0.179000,571,109
5720,8,17733,182268,0.219000,572,108
5730,5,17634,182367,0.182000,573,107
5740,2,17535,182466,0.208000,574,108
5750,2,17426,182575,0.197000,575,118
5760,1,17311,182690,0.210000,576,126
5770,3,17192,182809,0.216000,577,129
5780,14,17102,182899,0.409000,578,102
5790,9,17017,182984,0.246000,579,97
5800,5,16945,183056,0.239000,580,84
5810,11,16857,183144,0.607000,581,114
5820,28,16793,183208,1.057000,582,85
5830,44,16779,183222,1.124000,583,50
5840,29,16783,183218,0.804000,584,27
5850,31,16735,183266,0.883000,585,66
5860,39,16798,183203,0.970000,586,18
5870,21,16912,183089,0.232000,587,25
5880,23,16943,183058,0.485000,588,46
5890,29,16931,183070,1.134000,589,76
5900,16,16910,183091,0.266000,590,56
5910,21,16897,183104,0.383000,591,48
5920,37,16922,183079,0.382000,592,26
5930,32,16956,183045,0.769000,593,38
5940,35,16962,183039,0.859000,594,56
5950,27,16961,183040,0.558000,595,47
5960,58,17039,182962,1.130000,596,44
5970,22,17056,182945,0.414000,597,45
5980,28,17082,182919,0.771000,598,51
5990,19,17091,182910,0.498000,599,48
6000,24,17217,182784,0.443000,600,40
6010,29,17252,182749,0.891000,601,62
6020,28,17217,182784,0.908000,602,71
6030,42,17267,182734,0.690000,603,56
6040,37,17281,182720,0.752000,604,38
6050,42,17290,182711,0.521000,605,47
6060,34,17262,182739,0.705000,606,56
6070,35,17250,182751,0.903000,607,39
6080,18,17232,182769,0.393000,608,41
6090,17,17233,182768,0.430000,609,31
6100,17,17231,182770,0.563000,610,31
6110,25,17219,182782,0.494000,611,47
6120,29,17200,182801,0.655000,612,53
6130,37,17198,182803,1.144000,613,62
6140,22,19040,180961,1.284000,614,84
6150,48,19051,180950,1.162000,615,59
6160,30,19092,180909,0.443000,616,30
6170,16,19113,180888,0.446000,617,42
6180,28,19204,180797,1.297000,618,38
6190,20,19193,180808,0.580000,619,61
6200,40,19226,180775,2.445000,620,42
6210,27,19230,180771,1.024000,621,59
6220,31,19270,180731,1.250000,622,61
6230,38,19278,180723,1.202000,623,45
6240,41,19270,180731,1.173000,624,51
6250,13,19303,180698,0.288000,625,45
6260,36,19271,180730,0.706000,626,66
6270,33,19267,180734,1.323000,627,41
6280,18,19244,180757,0.500000,628,63
6290,30,19230,180771,1.109000,629,44
6300,19,19225,180776,0.525000,630,42
6310,15,19214,180787,0.312000,631,39
6320,17,19225,180776,0.392000,632,38
6330,25,19253,180748,1.706000,633,71
6340,24,19328,180673,2.474000,634,44
6350,9,19292,180709,0.300000,635,75
6360,26,19257,180744,0.819000,636,81
6370,25,19209,180792,0.541000,637,82
6380,19,19146,180855,0.713000,638,88
6390,7,19123,180878,0.199000,639,44
6400,12,19137,180864,0.178000,640,25
6410,25,19137,180864,0.623000,641,34
6420,20,19254,180747,0.243000,642,36
6430,8,19316,180685,0.063000,643,43
6440,18,19303,180698,0.556000,644,34
6450,19,19284,180717,0.391000,645,34
6460,48,19272,180729,0.661000,646,30
6470,20,19270,180731,0.395000,647,26
6480,19,19329,180672,0.548000,648,22
6490,32,19427,180574,1.027000,649,21
6500,5,19740,180261,0.105000,650,45
6510,27,19699,180302,0.671000,651,56
6520,27,19667,180334,0.447000,652,55
6530,41,19610,180391,0.660000,653,70
6540,36,19553,180448,0.299000,654,78
6550,52,20075,179926,0.881000,655,69
6560,42,20037,179964,0.875000,656,64
6570,47,20013,179988,0.477000,657,41
6580,50,20002,179999,0.960000,658,46
6590,46,20025,179976,1.296000,659,40
6600,44,20031,179970,0.575000,660,30
6610,44,20020,179981,0.399000,661,41
6620,18,20029,179972,0.441000,662,47
6630,17,20010,179991,0.480000,663,31
6640,16,20012,179989,0.615000,664,23
6650,20,20182,179819,0.666000,665,58
6660,7,20124,179877,0.150000,666,69
6670,19,20085,179916,0.412000,667,57
6680,30,21196,178805,0.635000,668,62
6690,6,21184,178817,0.115000,669,29
6700,16,21144,178857,0.388000,670,54
6710,12,21100,178901,0.234000,671,51
6720,10,21189,178812,0.175000,672,37
6730,6,21166,178835,0.130000,673,39
6740,7,21183,178818,0.105000,674,23
6750,2,21736,178265,0.208000,675,47
6760,17,21717,178284,0.355000,676,39
6770,2,21693,178308,0.136000,677,42
6780,16,21807,178194,0.407000,678,33
6790,16,21810,178191,0.292000,679,16
6800,18,21772,178229,0.226000,680,50
6810,14,21759,178242,0.306000,681,25
6820,1,21778,178223,0.112000,682,56
6830,9,21705,178296,0.292000,683,81
6840,1,21671,178330,0.102000,684,44
6850,2,21644,178357,0.089000,685,40
6860,12,21563,178438,0.263000,686,91
6870,1,21496,178505,0.134000,687,93
6880,8,21407,178594,0.271000,688,98
6890,4,21325,178676,0.273000,689,92
6900,1,21229,178772,0.196000,690,105
6910,2,21143,178858,0.177000,691,95
6920,4,21075,178926,0.160000,692,76
6930,6,21021,178980,0.179000,693,64
6940,1,20961,179040,0.154000,694,69
6950,8,20890,179111,0.319000,695,80
6960,5,20805,179196,0.207000,696,95
6970,1,20745,179256,0.126000,697,94
6980,5,20660,179341,0.237000,698,95
6990,8,20581,179420,0.242000,699,88
7000,3,20504,179497,0.161000,700,87
7010,2,20429,179572,0.149000,701,85
7020,1,20369,179632,0.126000,702,70
7030,2,20327,179674,0.102000,703,54
7040,1,20286,179715,0.099000,704,50
7050,13,20256,179745,0.314000,705,38
7060,9,20230,179771,0.148000,706,34
7070,1,20216,179785,0.065000,707,23
7080,4,20183,179818,0.125000,708,43
7090,12,20372,179629,0.200000,709,40
7100,10,20333,179668,0.119000,710,49
7110,11,20295,179706,0.179000,711,48
